id_startu	rok	id_zawodnika	kod_grupy	obywatel_kraju
1635	2016	411	BMC	Francja
1636	2016	530	BMC	Szwajcaria
1637	2016	602	BMC	Belgia
1638	2016	607	BMC	Stany Zjednoczone
1639	2016	98	DDD	Wielka Brytania
1640	2016	46	DDD	Erytrea
1641	2016	248	DDD	Norwegia
1642	2016	126	DDD	Wielka Brytania
1643	2016	169	DDD	Austria
1644	2016	292	DDD	Poludniowa Afryka
1645	2016	457	DDD	Belgia
1646	2016	496	DDD	Australia
1647	2016	572	DDD	Erytrea
1648	2016	30	SUN	Francja
1649	2016	128	SUN	Holandia
1650	2016	143	SUN	Niemcy
1651	2016	160	SUN	Holandia
1652	2016	222	SUN	Niemcy
1653	2016	489	SUN	Austria
1654	2016	547	SUN	Holandia
1655	2016	573	SUN	Holandia
1656	2016	579	SUN	Holandia
1657	2016	475	GFC	Francja
1658	2016	59	GFC	Francja
1659	2016	343	GFC	Francja
1660	2016	419	GFC	Szwajcaria
1661	2016	474	GFC	Francja
1662	2016	495	GFC	Szwajcaria
1663	2016	516	GFC	Francja
1664	2016	518	GFC	Francja
1665	2016	634	GFC	Francja
1666	2016	79	BOH	Niemcy
1667	2016	9	BOH	Nowa Zelandia
1668	2016	33	BOH	Czechy
1669	2016	39	BOH	Wlochy
1670	2016	42	BOH	Irlandia
1671	2016	280	BOH	Polska
1672	2016	328	BOH	Austria
1673	2016	532	BOH	Niemcy
1674	2016	642	BOH	Niemcy
1675	2016	504	KAT	Hiszpania
1676	2016	241	KAT	Wlochy
1677	2016	249	KAT	Austria
1678	2016	335	KAT	Norwegia
1679	2016	371	KAT	Hiszpania
1680	2016	425	KAT	Dania
1681	2016	605	KAT	Belgia
1682	2016	635	KAT	Hiszpania
1683	2016	663	KAT	Rosja
1684	2016	121	UAD	Portugalia
1685	2016	8	UAD	Japonia
1686	2016	60	UAD	Wlochy
1687	2016	108	UAD	Wlochy
1688	2016	165	UAD	Chorwacja
1689	2016	238	UAD	Etiopia
1690	2016	402	UAD	Poludniowa Afryka
1691	2016	469	UAD	Slowenia
1692	2016	479	UAD	Slowenia
1693	2016	236	LTS	Niemcy
1694	2016	25	LTS	Dania
1695	2016	132	LTS	Belgia
1696	2016	141	LTS	Belgia
1697	2016	205	LTS	Francja
1698	2016	250	LTS	Australia
1699	2016	255	LTS	Nowa Zelandia
1700	2016	505	LTS	Belgia
1701	2016	544	LTS	Niemcy
1702	2016	120	DEN	Francja
1703	2016	101	DEN	Francja
1704	2016	157	DEN	Kanada
1705	2016	216	DEN	Francja
1706	2016	295	DEN	Francja
1707	2016	467	DEN	Francja
1708	2016	543	DEN	Francja
1709	2016	588	DEN	Francja
1710	2016	639	DEN	Francja
1711	2016	319	QST	Niemcy
1712	2016	3	QST	Francja
1713	2016	308	QST	Belgia
1714	2016	390	QST	Irlandia
1715	2016	388	QST	Niemcy
1716	2016	500	QST	Argentyna
1717	2016	520	QST	Wlochy
1718	2016	596	QST	Czechy
1719	2016	633	QST	Belgia
1720	2016	433	COF	Hiszpania
1721	2016	67	COF	Slowenia
1722	2016	122	COF	Francja
1723	2016	167	COF	Francja
1724	2016	296	COF	Francja
1725	2016	350	COF	Francja
1726	2016	360	COF	Francja
1727	2016	393	COF	Hiszpania
1728	2016	555	COF	Francja
1729	2016	220	MTS	Australia
1730	2016	4	MTS	Szwajcaria
1731	2016	166	MTS	Australia
1732	2016	253	MTS	Australia
1733	2016	283	MTS	Poludniowa Afryka
1734	2016	303	MTS	Dania
1735	2016	394	MTS	Australia
1736	2016	476	MTS	Hiszpania
1737	2016	659	MTS	Wielka Brytania
1738	2016	541	FVC	Argentyna
1739	2016	73	FVC	Norwegia
1740	2016	146	FVC	Francja
1741	2016	182	FVC	Francja
1742	2016	191	FVC	Francja
1743	2016	398	FVC	Wielka Brytania
1744	2016	465	FVC	Francja
1745	2016	554	FVC	Dania
1746	2016	594	FVC	Francja
1747	2017	199	SKY	Wielka Brytania
1748	2017	254	SKY	Kolumbia
1749	2017	317	SKY	Bialorus
1750	2017	323	SKY	Niemcy
1751	2017	342	SKY	Polska
1752	2017	347	SKY	Hiszpania
1753	2017	438	SKY	Hiszpania
1754	2017	517	SKY	Wielka Brytania
1755	2017	577	SKY	Wielka Brytania
1756	2017	29	ALM	Francja
1757	2017	26	ALM	Belgia
1758	2017	155	ALM	Francja
1759	2017	195	ALM	Szwajcaria
1760	2017	211	ALM	Luksemburg
1761	2017	214	ALM	Francja
1762	2017	352	ALM	Francja
1763	2017	429	ALM	Belgia
1764	2017	643	ALM	Francja
1765	2017	491	MOV	Kolumbia
1766	2017	5	MOV	Kostaryka
1767	2017	41	MOV	Wlochy
1768	2017	50	MOV	Kolumbia
1769	2017	96	MOV	Hiszpania
1770	2017	175	MOV	Hiszpania
1771	2017	258	MOV	Hiszpania
1772	2017	565	MOV	Niemcy
1773	2017	601	MOV	Hiszpania
1774	2017	117	TFS	Hiszpania
1775	2017	135	TFS	Holandia
1776	2017	143	TFS	Niemcy
1777	2017	183	TFS	Wlochy
1778	2017	227	TFS	Austria
1779	2017	285	TFS	Hiszpania
1780	2017	413	TFS	Holandia
1781	2017	448	TFS	Kolumbia
1782	2017	667	TFS	Hiszpania
1783	2017	485	BMC	Australia
1784	2017	93	BMC	Wlochy
1785	2017	138	BMC	Wlochy
1786	2017	341	BMC	Szwajcaria
1787	2017	411	BMC	Francja
1788	2017	503	BMC	Irlandia
1789	2017	530	BMC	Szwajcaria
1790	2017	602	BMC	Belgia
1791	2017	657	BMC	Szwajcaria
1792	2017	15	AST	Wlochy
1793	2017	97	AST	Wlochy
1794	2017	200	AST	Dania
1795	2017	272	AST	Ukraina
1796	2017	240	AST	Kazachstan
1797	2017	331	AST	Kazachstan
1798	2017	376	AST	Kazachstan
1799	2017	598	AST	Dania
1800	2017	665	AST	Kazachstan
1801	2017	402	UAD	Poludniowa Afryka
1802	2017	18	UAD	Kolumbia
1803	2017	60	UAD	Wlochy
1804	2017	165	UAD	Chorwacja
1805	2017	344	UAD	Norwegia
1806	2017	384	UAD	Wlochy
1807	2017	424	UAD	Wlochy
1808	2017	566	UAD	Wielka Brytania
1809	2017	591	UAD	Wlochy
1810	2017	147	GFC	Francja
1811	2017	108	GFC	Wlochy
1812	2017	145	GFC	Francja
1813	2017	241	GFC	Wlochy
1814	2017	327	GFC	Litwa
1815	2017	354	GFC	Francja
1816	2017	412	GFC	Francja
1817	2017	475	GFC	Francja
1818	2017	634	GFC	Francja
1819	2017	103	MTS	Kolumbia
1820	2017	4	MTS	Szwajcaria
1821	2017	166	MTS	Australia
1822	2017	253	MTS	Australia
1823	2017	271	MTS	Australia
1824	2017	283	MTS	Poludniowa Afryka
1825	2017	313	MTS	Belgia
1826	2017	334	MTS	Czechy
1827	2017	658	MTS	Wielka Brytania
1828	2017	98	DDD	Wielka Brytania
1829	2017	248	DDD	Norwegia
1830	2017	126	DDD	Wielka Brytania
1831	2017	169	DDD	Austria
1832	2017	292	DDD	Poludniowa Afryka
1833	2017	457	DDD	Belgia
1834	2017	496	DDD	Australia
1835	2017	578	DDD	Wielka Brytania
1836	2017	630	DDD	Poludniowa Afryka
1837	2017	319	QST	Niemcy
1838	2017	35	QST	Nowa Zelandia
1839	2017	69	QST	Wlochy
1840	2017	226	QST	Belgia
1841	2017	390	QST	Irlandia
1842	2017	520	QST	Wlochy
1843	2017	563	QST	Czechy
1844	2017	583	QST	Wlochy
1845	2017	633	QST	Belgia
1846	2017	521	BOH	Slowacja
1847	2017	56	BOH	Polska
1848	2017	79	BOH	Niemcy
1849	2017	81	BOH	Niemcy
1850	2017	379	BOH	Polska
1851	2017	396	BOH	Australia
1852	2017	481	BOH	Polska
1853	2017	522	BOH	Slowacja
1854	2017	539	BOH	Niemcy
1855	2017	388	KAT	Niemcy
1856	2017	249	KAT	Austria
1857	2017	263	KAT	Szwajcaria
1858	2017	318	KAT	Chorwacja
1859	2017	335	KAT	Norwegia
1860	2017	345	KAT	Holandia
1861	2017	378	KAT	Portugalia
1862	2017	480	KAT	Niemcy
1863	2017	660	KAT	Niemcy
1864	2017	236	LTS	Niemcy
1865	2017	25	LTS	Dania
1866	2017	44	LTS	Belgia
1867	2017	132	LTS	Belgia
1868	2017	205	LTS	Francja
1869	2017	250	LTS	Australia
1870	2017	505	LTS	Belgia
1871	2017	544	LTS	Niemcy
1872	2017	648	LTS	Belgia
1873	2017	394	SUN	Australia
1874	2017	11	SUN	Niemcy
1875	2017	30	SUN	Francja
1876	2017	128	SUN	Holandia
1877	2017	222	SUN	Niemcy
1878	2017	547	SUN	Holandia
1879	2017	573	SUN	Holandia
1880	2017	575	SUN	Holandia
1881	2017	579	SUN	Holandia
1882	2017	66	COF	Francja
1883	2017	112	COF	Belgia
1884	2017	167	COF	Francja
1885	2017	350	COF	Francja
1886	2017	360	COF	Francja
1887	2017	393	COF	Hiszpania
1888	2017	433	COF	Hiszpania
1889	2017	540	COF	Francja
1890	2017	546	COF	Francja
1891	2017	223	TLJ	Holandia
1892	2017	43	TLJ	Nowa Zelandia
1893	2017	239	TLJ	Holandia
1894	2017	356	TLJ	Holandia
1895	2017	387	TLJ	Niemcy
1896	2017	507	TLJ	Slowenia
1897	2017	512	TLJ	Holandia
1898	2017	606	TLJ	Holandia
1899	2017	644	TLJ	Niemcy
1900	2017	639	DEN	Francja
1901	2017	64	DEN	Francja
1902	2017	83	DEN	Francja
1903	2017	101	DEN	Francja
1904	2017	216	DEN	Francja
1905	2017	467	DEN	Francja
1906	2017	490	DEN	Francja
1907	2017	543	DEN	Francja
1908	2017	588	DEN	Francja
1909	2017	510	EFD	Francja
1910	2017	51	EFD	Wlochy
1911	2017	52	EFD	Nowa Zelandia
1912	2017	75	EFD	Stany Zjednoczone
1913	2017	113	EFD	Australia
1914	2017	468	EFD	Stany Zjednoczone
1915	2017	570	EFD	Stany Zjednoczone
1916	2017	592	EFD	Kolumbia
1917	2017	603	EFD	Holandia
1918	2017	289	TBM	Hiszpania
1919	2017	8	TBM	Japonia
1920	2017	58	TBM	Slowenia
1921	2017	67	TBM	Slowenia
1922	2017	68	TBM	Slowenia
1923	2017	109	TBM	Czechy
1924	2017	116	TBM	Wlochy
1925	2017	238	TBM	Etiopia
1926	2017	421	TBM	Hiszpania
1927	2017	389	WGG	Francja
1928	2017	22	WGG	Belgia
1929	2017	142	WGG	Belgia
1930	2017	408	WGG	Holandia
1931	2017	444	WGG	Francja
1932	2017	451	WGG	Wlochy
1933	2017	550	WGG	Nowa Zelandia
1934	2017	609	WGG	Belgia
1935	2017	620	WGG	Belgia
1936	2017	398	FVC	Wielka Brytania
1937	2017	65	FVC	Francja
1938	2017	182	FVC	Francja
1939	2017	221	FVC	Francja
1940	2017	251	FVC	Francja
1941	2017	465	FVC	Francja
1942	2017	470	FVC	Francja
1943	2017	541	FVC	Argentyna
1944	2017	594	FVC	Francja
