id_jednostki	id_gracza	nazwa	lok_x	lok_y
5404	74	lekki jezdziec	52	151
5405	179	piechur	21	64
5406	158	kusznik	50	151
5407	139	robotnik	186	173
5408	52	piechur	138	76
5409	8	piechur	177	7
5410	109	kusznik	188	37
5411	125	paladyn	46	181
5412	184	drwal	17	170
5413	28	balista	180	176
5414	171	kusznik	23	65
5415	169	konny lucznik	131	62
5416	54	ciemny elf	125	164
5417	140	kusznik	138	4
5418	57	lekki jezdziec	140	19
5419	94	artylerzysta	172	46
5420	129	topornik	144	172
5421	68	robotnik	11	136
5422	83	architekt	123	10
5423	189	drwal	199	92
5424	13	topornik	30	157
5425	43	mag ziemi	72	29
5426	83	topornik	179	126
5427	128	pikinier	46	190
5428	85	wysoki elf-gwardzista	72	195
5429	38	katapulta	190	142
5430	42	ciemny elf	122	149
5431	88	artylerzysta	195	19
5432	109	piechur	39	72
5433	160	drwal	66	74
5434	56	balista	19	160
5435	18	topornik	7	189
5436	32	konny lucznik	30	12
5437	57	robotnik	132	161
5438	188	robotnik	32	177
5439	191	mag powietrza	22	50
5440	4	kusznik	61	87
5441	164	lucznik	186	175
5442	4	piechur	101	6
5443	101	lekki jezdziec	83	55
5444	107	pikinier	181	148
5445	18	piechur	199	116
5446	93	piechur	63	54
5447	163	paladyn	153	168
5448	6	drwal	50	47
5449	112	topornik	145	170
5450	93	robotnik	96	26
5451	12	lekki jezdziec	173	114
5452	21	kawalerzysta	115	138
5453	58	mag wody	28	166
5454	44	topornik	138	74
5455	137	zwiadowca	44	27
5456	134	robotnik	92	94
5457	15	topornik	183	107
5458	68	piechur	35	139
5459	67	goniec	159	126
5460	114	lekki jezdziec	59	113
5461	142	lekki jezdziec	104	95
5462	44	katapulta	198	113
5463	173	topornik	77	153
5464	112	lekki jezdziec	142	9
5465	10	kusznik	182	22
5466	117	kaplan	77	126
5467	121	kawalerzysta	192	35
5468	23	lekki jezdziec	91	83
5469	23	mag powietrza	45	168
5470	109	drwal	93	134
5471	143	kusznik	156	137
5472	2	robotnik	27	61
5473	164	robotnik	194	62
5474	195	kaplan	48	194
5475	86	lucznik	98	79
5476	192	lesny elf	162	16
5477	125	topornik	122	13
5478	83	kusznik	131	60
5479	3	katapulta	75	14
5480	112	paladyn	47	166
5481	127	robotnik	86	91
5482	137	robotnik	37	53
5483	199	robotnik	33	188
5484	39	artylerzysta	24	193
5485	59	elfi czarodziej	147	147
5486	86	topornik	177	169
5487	17	robotnik	83	135
5488	173	pikinier	30	43
5489	190	katapulta	174	169
5490	106	lucznik	44	175
5491	45	zwiadowca	11	10
5492	35	lucznik	176	25
5493	65	robotnik	106	121
5494	163	pikinier	15	13
5495	186	mag ognia	32	25
5496	118	lucznik	187	52
5497	67	konny lucznik	147	70
5498	180	robotnik	141	77
5499	182	mag ziemi	143	162
5500	93	artylerzysta	89	193
5501	104	topornik	92	110
5502	108	lekki jezdziec	45	159
5503	159	topornik	193	173
5504	19	artylerzysta	92	0
5505	79	paladyn	97	143
5506	5	ifryt	29	30
5507	54	topornik	87	168
5508	164	lekki jezdziec	47	174
5509	197	pikinier	157	55
5510	67	robotnik	167	56
5511	59	kawalerzysta	137	20
5512	105	artylerzysta	54	172
5513	78	architekt	168	95
5514	24	drwal	45	81
5515	36	architekt	70	75
5516	162	robotnik	69	63
5517	95	ciemny elf	120	179
5518	54	drwal	77	143
5519	81	pikinier	133	60
5520	30	drwal	7	33
5521	101	robotnik	198	74
5522	194	topornik	143	9
5523	91	konny lucznik	22	182
5524	117	kusznik	36	143
5525	44	mag wody	51	54
5526	64	lucznik	84	87
5527	165	balista	21	103
5528	164	lucznik	13	185
5529	65	mag wody	103	24
5530	102	lekki jezdziec	134	1
5531	179	piechur	90	126
5532	18	architekt	85	40
5533	100	pikinier	163	163
5534	89	lekki jezdziec	68	193
5535	165	pikinier	68	97
5536	144	lucznik	99	66
5537	62	konny lucznik	164	28
5538	170	architekt	11	42
5539	196	drwal	98	83
5540	103	lekki jezdziec	66	168
5541	172	topornik	149	192
5542	142	robotnik	25	184
5543	81	piechur	115	6
5544	119	mag ziemi	90	183
5545	26	kaplan	129	122
5546	144	lucznik	36	14
5547	101	artylerzysta	27	192
5548	179	kusznik	106	60
5549	64	robotnik	36	64
5550	102	robotnik	170	165
5551	1	kusznik	166	65
5552	151	robotnik	82	54
5553	157	lucznik	139	78
5554	152	piechur	30	157
5555	88	topornik	35	8
5556	65	robotnik	72	41
5557	56	robotnik	43	39
5558	112	ifryt	175	9
5559	136	zwiadowca	15	181
5560	78	konny lucznik	121	84
5561	196	artylerzysta	199	94
5562	100	artylerzysta	83	44
5563	77	piechur	148	24
5564	173	mag ziemi	77	76
5565	141	lucznik	170	47
5566	105	lekki jezdziec	93	166
5567	161	mag ziemi	112	112
5568	92	paladyn	50	187
5569	44	lucznik	156	91
5570	183	robotnik	193	167
5571	200	robotnik	38	8
5572	107	pikinier	111	11
5573	80	lucznik	84	68
5574	52	katapulta	118	68
5575	164	topornik	146	51
5576	157	robotnik	188	129
5577	135	artylerzysta	170	57
5578	3	kaplan	174	88
5579	69	pikinier	191	163
5580	196	architekt	35	128
5581	129	piechur	168	106
5582	168	mag ognia	14	160
5583	71	artylerzysta	91	76
5584	91	robotnik	3	174
5585	52	balista	190	100
5586	168	kawalerzysta	144	156
5587	182	drwal	170	11
5588	125	topornik	27	16
5589	82	piechur	116	44
5590	94	lekki jezdziec	102	128
5591	136	lucznik	63	171
5592	192	lekki jezdziec	90	166
5593	111	drwal	158	56
5594	14	pikinier	156	64
5595	4	balista	21	80
5596	64	katapulta	127	183
5597	158	architekt	38	26
5598	192	pikinier	111	135
5599	142	pikinier	30	56
5600	143	kawalerzysta	146	41
5601	112	kawalerzysta	192	16
5602	107	kawalerzysta	108	94
5603	197	konny lucznik	32	28
5604	200	piechur	17	97
5605	52	artylerzysta	39	167
5606	73	topornik	148	197
5607	77	drwal	122	58
5608	9	topornik	139	162
5609	52	ciemny elf	9	30
5610	28	pikinier	19	21
5611	24	lucznik	68	67
5612	140	balista	30	150
5613	8	topornik	177	196
5614	79	lekki jezdziec	22	106
5615	64	robotnik	92	95
5616	186	kawalerzysta	41	148
5617	183	robotnik	155	197
5618	46	robotnik	166	41
5619	17	lekki jezdziec	135	0
5620	161	lekki jezdziec	188	188
5621	116	architekt	10	192
5622	11	artylerzysta	113	4
5623	68	katapulta	190	108
5624	191	robotnik	175	172
5625	100	artylerzysta	5	74
5626	80	drwal	127	195
5627	69	balista	148	69
5628	167	szpieg	182	80
5629	74	kusznik	126	131
5630	97	pikinier	105	77
5631	37	pikinier	16	64
5632	85	drwal	172	102
5633	122	kusznik	99	148
5634	36	kusznik	153	96
5635	74	kusznik	78	174
5636	182	kusznik	21	6
5637	45	kusznik	123	174
5638	186	kawalerzysta	140	61
5639	137	robotnik	123	104
5640	9	topornik	126	112
5641	9	mag powietrza	30	124
5642	128	kawalerzysta	49	0
5643	23	drwal	160	54
5644	53	topornik	196	177
5645	91	katapulta	107	80
5646	99	paladyn	126	101
5647	59	piechur	15	188
5648	144	lucznik	154	128
5649	121	goniec	80	46
5650	109	robotnik	24	138
5651	57	architekt	157	135
5652	172	katapulta	7	132
5653	76	artylerzysta	152	195
5654	185	topornik	195	193
5655	195	pikinier	167	55
5656	180	balista	72	51
5657	11	kawalerzysta	63	63
5658	90	lucznik	103	176
5659	170	architekt	19	88
5660	22	paladyn	183	48
5661	143	piechur	93	194
5662	72	kusznik	41	142
5663	174	pikinier	192	131
5664	147	kusznik	115	46
5665	97	kusznik	23	28
5666	44	mag ognia	20	156
5667	152	robotnik	97	35
5668	103	konny lucznik	192	63
5669	14	drwal	156	28
5670	130	piechur	112	32
5671	92	architekt	114	37
5672	150	mag ziemi	69	37
5673	113	robotnik	26	23
5674	117	kawalerzysta	80	163
5675	200	lekki jezdziec	10	136
5676	23	kusznik	0	107
5677	123	robotnik	118	193
5678	8	lekki jezdziec	55	74
5679	42	topornik	196	85
5680	160	artylerzysta	96	107
5681	99	piechur	115	71
5682	172	pikinier	149	60
5683	58	robotnik	179	85
5684	32	katapulta	112	118
5685	97	ciemny elf	18	105
5686	88	piechur	187	143
5687	178	kaplan	128	12
5688	129	drwal	54	189
5689	111	troll	26	33
5690	117	pikinier	154	68
5691	38	balista	151	159
5692	143	katapulta	40	136
5693	96	topornik	185	175
5694	3	piechur	100	168
5695	50	drwal	151	159
5696	21	kawalerzysta	9	36
5697	83	robotnik	176	161
5698	126	lucznik	95	4
5699	29	mag ognia	4	148
5700	180	piechur	67	84
5701	61	mag powietrza	185	154
5702	105	topornik	120	53
5703	137	lucznik	130	86
5704	47	robotnik	127	101
5705	122	ciemny elf	21	28
5706	98	lekki jezdziec	14	64
5707	55	katapulta	86	14
5708	177	architekt	119	39
5709	167	wysoki elf-gwardzista	110	30
5710	116	mag powietrza	74	67
5711	100	lekki jezdziec	72	129
5712	4	artylerzysta	109	161
5713	142	mag ognia	165	47
5714	101	piechur	199	144
5715	164	piechur	192	29
5716	81	architekt	137	37
5717	154	kusznik	109	98
5718	161	lucznik	16	27
5719	187	architekt	14	22
5720	27	architekt	20	143
5721	78	robotnik	67	136
5722	143	kusznik	66	79
5723	164	katapulta	197	125
5724	184	mag powietrza	77	7
5725	181	kawalerzysta	80	3
5726	4	balista	79	92
5727	29	lekki jezdziec	27	103
5728	157	kaplan	183	75
5729	65	lekki jezdziec	189	193
5730	13	robotnik	195	52
5731	182	artylerzysta	63	13
5732	126	kaplan	169	177
5733	39	drwal	77	86
5734	96	kusznik	190	15
5735	99	lucznik	97	189
5736	43	wysoki elf-gwardzista	111	100
5737	89	elfi czarodziej	52	44
5738	167	architekt	122	112
5739	123	architekt	27	155
5740	53	pikinier	94	191
5741	108	artylerzysta	117	133
5742	85	pikinier	180	59
5743	114	lucznik	35	114
5744	192	pikinier	190	11
5745	192	mag ognia	131	63
5746	131	balista	100	28
5747	71	robotnik	86	52
5748	42	mag powietrza	37	124
5749	173	mag ziemi	102	136
5750	167	lucznik	112	77
5751	100	drwal	178	128
5752	15	lucznik	18	156
5753	160	troll	169	194
5754	172	elfi czarodziej	144	106
5755	141	pikinier	48	97
5756	89	piechur	132	98
5757	83	pikinier	0	101
5758	88	wysoki elf-gwardzista	198	196
5759	60	mag ziemi	166	148
5760	129	konny lucznik	198	115
5761	91	kusznik	120	34
5762	178	kawalerzysta	32	125
5763	55	pikinier	191	50
5764	88	kaplan	166	143
5765	194	robotnik	96	150
5766	177	kusznik	116	96
5767	6	topornik	44	114
5768	185	balista	89	120
5769	93	topornik	194	16
5770	107	topornik	186	158
5771	127	robotnik	41	186
5772	113	topornik	198	4
5773	178	lekki jezdziec	167	174
5774	70	kusznik	17	158
5775	77	piechur	145	105
5776	42	zwiadowca	198	96
5777	42	pikinier	160	105
5778	128	robotnik	152	97
5779	59	piechur	99	165
5780	117	drwal	178	160
5781	69	lekki jezdziec	193	57
5782	180	drwal	184	188
5783	169	katapulta	122	119
5784	160	ciemny elf	76	15
5785	114	piechur	63	34
5786	47	balista	189	144
5787	180	topornik	147	92
5788	77	topornik	107	155
5789	3	kaplan	67	9
5790	94	elfi czarodziej	129	168
5791	112	artylerzysta	106	142
5792	22	topornik	28	166
5793	154	pikinier	141	125
5794	160	lekki jezdziec	20	96
5795	190	balista	159	85
5796	178	artylerzysta	58	2
5797	43	pikinier	8	101
5798	62	kaplan	164	177
5799	6	robotnik	77	128
5800	156	artylerzysta	11	178
5801	75	topornik	99	55
5802	27	architekt	82	174
5803	148	lucznik	191	181
5804	99	topornik	40	49
5805	194	lucznik	177	70
5806	59	balista	36	59
5807	82	pikinier	199	47
5808	2	topornik	43	29
5809	128	artylerzysta	176	156
5810	67	balista	149	86
5811	170	lucznik	189	85
5812	183	lekki jezdziec	128	29
5813	111	kusznik	153	77
5814	44	lucznik	173	43
5815	41	topornik	114	101
5816	175	mag wody	191	174
5817	134	robotnik	10	116
5818	37	pikinier	73	64
5819	113	robotnik	33	34
5820	18	topornik	19	132
5821	48	architekt	148	182
5822	192	topornik	136	83
5823	147	zwiadowca	125	6
5824	13	topornik	22	195
5825	61	kusznik	33	198
5826	70	troll	36	150
5827	127	kusznik	124	138
5828	114	szpieg	85	47
5829	66	kawalerzysta	104	64
5830	58	lucznik	8	5
5831	170	lucznik	190	167
5832	125	pikinier	42	7
5833	83	lucznik	57	50
5834	139	piechur	81	140
5835	75	mag ognia	145	17
5836	58	robotnik	160	32
5837	12	robotnik	166	30
5838	4	drwal	165	35
5839	183	balista	144	116
5840	173	kaplan	180	82
5841	165	lekki jezdziec	138	90
5842	104	lucznik	0	139
5843	194	lekki jezdziec	101	132
5844	132	robotnik	36	178
5845	147	lucznik	51	154
5846	150	lucznik	70	92
5847	158	kaplan	76	122
5848	79	kawalerzysta	84	162
5849	137	robotnik	164	16
5850	131	architekt	126	99
5851	71	paladyn	127	81
5852	79	architekt	126	43
5853	194	pikinier	20	75
5854	78	drwal	60	29
5855	93	pikinier	34	26
5856	6	paladyn	160	128
5857	143	architekt	170	148
5858	154	robotnik	50	199
5859	124	artylerzysta	135	151
5860	32	kusznik	106	46
5861	96	lucznik	169	108
5862	10	pikinier	141	197
5863	156	szpieg	180	33
5864	141	lucznik	90	184
5865	107	zwiadowca	167	118
5866	86	artylerzysta	37	46
5867	125	elfi czarodziej	128	181
5868	117	katapulta	37	165
5869	31	zwiadowca	54	187
5870	87	topornik	83	186
5871	39	kawalerzysta	100	22
5872	181	drwal	75	65
5873	106	pikinier	196	121
5874	181	paladyn	178	92
5875	49	piechur	176	101
5876	37	lekki jezdziec	126	195
5877	144	artylerzysta	112	195
5878	196	lesny elf	164	71
5879	39	mag powietrza	156	124
5880	7	topornik	141	125
5881	123	topornik	20	164
5882	71	goniec	38	108
5883	189	lucznik	186	101
5884	131	pikinier	199	47
5885	44	lekki jezdziec	92	185
5886	67	piechur	197	5
5887	135	topornik	194	84
5888	35	lucznik	189	116
5889	180	pikinier	157	45
5890	5	architekt	40	90
5891	83	lekki jezdziec	85	42
5892	141	piechur	62	142
5893	125	drwal	19	121
5894	147	mag wody	119	127
5895	138	robotnik	130	172
5896	87	topornik	175	74
5897	20	lucznik	187	17
5898	151	kawalerzysta	104	26
5899	144	robotnik	49	172
5900	8	artylerzysta	80	60
5901	61	drwal	18	41
5902	140	kawalerzysta	55	156
5903	52	mag ognia	133	47
5904	174	lucznik	15	41
5905	145	topornik	50	151
5906	139	piechur	139	177
5907	191	robotnik	79	82
5908	68	lesny elf	18	151
5909	168	pikinier	151	83
5910	80	pikinier	100	69
5911	103	robotnik	19	124
5912	195	pikinier	3	155
5913	82	lucznik	64	198
5914	72	lucznik	8	50
5915	113	drwal	85	50
5916	190	robotnik	32	111
5917	153	mag powietrza	117	175
5918	164	artylerzysta	11	101
5919	120	kusznik	43	47
5920	12	kusznik	137	96
5921	188	pikinier	71	62
5922	46	piechur	133	89
5923	73	mag ziemi	30	125
5924	13	topornik	12	88
5925	38	topornik	129	149
5926	35	ciemny elf	173	28
5927	49	drwal	159	117
5928	94	kaplan	48	185
5929	37	pikinier	126	102
5930	107	balista	60	150
5931	125	balista	67	52
5932	102	zwiadowca	14	93
5933	1	zwiadowca	29	104
5934	11	pikinier	132	148
5935	142	piechur	134	140
5936	97	kusznik	101	117
5937	155	piechur	164	66
5938	184	katapulta	144	18
5939	188	robotnik	81	104
5940	82	balista	189	32
5941	161	pikinier	38	147
5942	11	katapulta	23	182
5943	153	lesny elf	140	71
5944	127	topornik	124	148
5945	63	pikinier	192	148
5946	1	piechur	105	150
5947	126	robotnik	108	8
5948	64	piechur	94	63
5949	98	lesny elf	4	44
5950	14	robotnik	192	89
5951	43	topornik	180	168
5952	83	topornik	151	93
5953	41	elfi czarodziej	86	38
5954	94	piechur	151	198
5955	123	balista	33	91
5956	174	katapulta	151	170
5957	8	topornik	27	34
5958	149	lucznik	98	136
5959	126	topornik	92	145
5960	181	drwal	182	74
5961	114	robotnik	183	11
5962	51	artylerzysta	79	188
5963	29	lekki jezdziec	107	5
5964	108	lucznik	63	29
5965	51	lucznik	132	43
5966	59	robotnik	15	191
5967	14	kawalerzysta	156	23
5968	111	pikinier	132	161
5969	101	lucznik	168	37
5970	132	lekki jezdziec	5	37
5971	138	robotnik	187	174
5972	105	piechur	73	71
5973	123	pikinier	2	27
5974	155	balista	193	33
5975	1	lekki jezdziec	143	181
5976	76	topornik	156	65
5977	9	kaplan	20	24
5978	18	mag wody	135	133
5979	48	pikinier	160	125
5980	156	architekt	108	62
5981	89	piechur	28	144
5982	41	pikinier	35	197
5983	11	robotnik	7	187
5984	150	katapulta	197	127
5985	97	lekki jezdziec	197	108
5986	193	artylerzysta	78	196
5987	66	mag powietrza	109	49
5988	113	mag ziemi	14	95
5989	41	zwiadowca	123	4
5990	107	kusznik	31	140
5991	148	mag wody	47	161
5992	190	topornik	90	94
5993	101	ciemny elf	75	159
5994	172	topornik	128	136
5995	127	lucznik	114	108
5996	36	drwal	139	184
5997	76	drwal	60	65
5998	10	topornik	127	127
5999	111	piechur	98	150
6000	170	lucznik	21	143
6001	110	paladyn	92	63
6002	75	lesny elf	106	149
6003	199	lucznik	0	95
6004	52	balista	83	134
6005	144	pikinier	80	40
6006	5	pikinier	120	154
6007	42	topornik	36	99
6008	31	robotnik	134	70
6009	14	pikinier	59	40
6010	38	konny lucznik	190	52
6011	23	kaplan	147	65
6012	154	piechur	64	66
6013	54	pikinier	74	66
6014	161	lesny elf	143	120
6015	126	lucznik	120	111
6016	14	robotnik	197	73
6017	49	kusznik	39	62
6018	45	lekki jezdziec	158	44
6019	24	topornik	142	102
6020	41	lucznik	186	14
6021	146	topornik	150	178
6022	182	kusznik	82	156
6023	14	mag ziemi	33	16
6024	132	architekt	123	53
6025	1	lucznik	94	179
6026	98	robotnik	155	95
6027	179	mag ognia	51	183
6028	166	balista	86	117
6029	52	katapulta	96	43
6030	148	konny lucznik	23	0
6031	114	ciemny elf	110	132
6032	37	szpieg	139	87
6033	191	pikinier	171	4
6034	117	drwal	28	57
6035	37	pikinier	129	69
6036	169	kawalerzysta	19	100
6037	18	lekki jezdziec	176	141
6038	29	robotnik	133	132
6039	170	pikinier	130	25
6040	30	kusznik	197	145
6041	48	drwal	180	72
6042	58	piechur	50	54
6043	165	artylerzysta	115	131
6044	102	piechur	24	194
6045	9	kaplan	57	167
6046	53	ciemny elf	151	95
6047	176	robotnik	30	179
6048	99	robotnik	106	94
6049	131	piechur	12	64
6050	55	lucznik	100	155
6051	156	lekki jezdziec	173	25
6052	195	katapulta	100	8
6053	65	katapulta	4	63
6054	84	lekki jezdziec	73	109
6055	14	robotnik	51	32
6056	68	artylerzysta	93	184
6057	140	topornik	135	13
6058	186	artylerzysta	37	133
6059	99	zwiadowca	9	65
6060	168	robotnik	54	78
6061	194	lekki jezdziec	11	152
6062	161	robotnik	88	50
6063	115	kusznik	130	159
6064	176	mag ziemi	80	126
6065	67	topornik	18	49
6066	24	lucznik	2	176
6067	159	lekki jezdziec	6	84
6068	29	piechur	117	171
6069	15	balista	75	149
6070	9	lucznik	185	76
6071	111	lekki jezdziec	186	144
6072	163	lekki jezdziec	67	64
6073	182	topornik	82	181
6074	193	balista	86	135
6075	88	lucznik	6	185
6076	25	kusznik	178	56
6077	94	pikinier	169	82
6078	143	paladyn	158	135
6079	185	robotnik	86	149
6080	116	kusznik	104	185
6081	3	lesny elf	107	115
6082	96	paladyn	198	193
6083	169	artylerzysta	70	158
6084	68	artylerzysta	54	170
6085	69	pikinier	11	118
6086	32	pikinier	58	84
6087	161	kusznik	70	89
6088	107	katapulta	105	111
6089	16	piechur	84	53
6090	127	pikinier	72	144
6091	99	artylerzysta	142	133
6092	29	robotnik	78	11
6093	192	robotnik	52	192
6094	138	lucznik	30	153
6095	121	katapulta	136	70
6096	111	lekki jezdziec	89	58
6097	122	architekt	4	37
6098	65	robotnik	129	81
6099	17	robotnik	83	183
6100	66	paladyn	191	174
6101	126	balista	151	177
6102	36	lucznik	125	176
6103	177	piechur	189	186
6104	93	pikinier	39	156
6105	82	topornik	5	24
6106	103	paladyn	199	67
6107	110	troll	80	76
6108	15	piechur	54	169
6109	35	kawalerzysta	16	17
6110	22	elfi czarodziej	79	11
6111	31	piechur	89	109
6112	58	mag ziemi	68	85
6113	175	pikinier	108	97
6114	27	balista	131	149
6115	182	artylerzysta	188	22
6116	6	topornik	192	39
6117	36	balista	143	83
6118	130	paladyn	13	145
6119	103	kawalerzysta	12	130
6120	39	artylerzysta	113	12
6121	191	katapulta	33	86
6122	43	paladyn	49	137
6123	28	lekki jezdziec	161	116
6124	121	lekki jezdziec	0	181
6125	55	robotnik	101	82
6126	87	robotnik	189	15
6127	10	kawalerzysta	180	3
6128	127	robotnik	190	126
6129	121	artylerzysta	15	143
6130	131	lekki jezdziec	147	109
6131	114	lekki jezdziec	35	68
6132	61	balista	124	70
6133	160	topornik	129	77
6134	64	pikinier	183	194
6135	88	konny lucznik	15	148
6136	160	artylerzysta	75	178
6137	153	piechur	199	64
6138	120	lucznik	151	178
6139	179	drwal	196	34
6140	109	lucznik	136	164
6141	14	paladyn	195	106
6142	41	kusznik	165	171
6143	161	konny lucznik	175	146
6144	164	lekki jezdziec	75	6
6145	26	robotnik	195	159
6146	111	balista	92	161
6147	184	lekki jezdziec	125	167
6148	34	wysoki elf-gwardzista	59	52
6149	15	mag ognia	13	22
6150	4	pikinier	52	67
6151	85	piechur	33	3
6152	2	mag wody	162	159
6153	74	lekki jezdziec	130	52
6154	73	robotnik	75	2
6155	18	kusznik	34	38
6156	144	mag ognia	189	119
6157	137	pikinier	39	46
6158	64	kusznik	96	3
6159	168	robotnik	36	171
6160	200	artylerzysta	166	106
6161	100	mag powietrza	163	0
6162	48	architekt	126	58
6163	187	lucznik	88	137
6164	47	robotnik	99	21
6165	67	piechur	69	6
6166	125	piechur	177	142
6167	59	drwal	196	72
6168	195	kawalerzysta	95	136
6169	97	lucznik	189	175
6170	153	lekki jezdziec	137	112
6171	185	balista	107	64
6172	130	katapulta	180	115
6173	80	wysoki elf-gwardzista	15	5
6174	129	paladyn	6	135
6175	126	drwal	10	106
6176	126	kaplan	91	95
6177	41	kawalerzysta	58	192
6178	155	pikinier	113	103
6179	193	pikinier	193	140
6180	103	balista	142	70
6181	89	pikinier	32	93
6182	101	topornik	47	77
6183	86	pikinier	20	173
6184	44	kawalerzysta	171	159
6185	16	topornik	75	89
6186	158	mag wody	93	189
6187	172	lucznik	47	132
6188	161	drwal	23	181
6189	65	kusznik	151	58
6190	198	kusznik	193	153
6191	176	wysoki elf-gwardzista	64	157
6192	114	drwal	30	9
6193	17	pikinier	116	67
6194	97	pikinier	75	113
6195	168	piechur	2	163
6196	178	lucznik	115	24
6197	181	katapulta	148	133
6198	19	ciemny elf	134	118
6199	80	piechur	133	34
6200	74	drwal	44	10
6201	200	kawalerzysta	4	59
6202	200	lucznik	46	15
6203	152	robotnik	18	121
6204	45	artylerzysta	122	157
6205	165	topornik	85	98
6206	130	pikinier	156	193
6207	85	pikinier	144	4
6208	41	robotnik	22	45
6209	147	piechur	136	16
6210	8	balista	76	16
6211	98	lekki jezdziec	39	55
6212	93	mag ziemi	158	130
6213	13	robotnik	194	92
6214	191	piechur	174	82
6215	93	pikinier	107	164
6216	118	lucznik	161	78
6217	87	lucznik	19	157
6218	68	topornik	157	9
6219	189	piechur	12	95
6220	159	mag ognia	154	182
6221	55	kusznik	8	2
6222	29	topornik	16	29
6223	192	architekt	100	191
6224	17	robotnik	52	141
6225	81	pikinier	198	118
6226	86	kaplan	124	141
6227	162	kusznik	171	38
6228	172	kusznik	111	173
6229	44	topornik	152	16
6230	198	topornik	104	94
6231	104	kawalerzysta	198	155
6232	29	lucznik	43	155
6233	170	artylerzysta	137	61
6234	170	ciemny elf	92	96
6235	73	katapulta	120	0
6236	96	paladyn	159	110
6237	188	drwal	127	44
6238	166	zwiadowca	76	119
6239	116	topornik	15	127
6240	116	robotnik	180	46
6241	124	konny lucznik	27	23
6242	81	lucznik	30	163
6243	134	lekki jezdziec	113	134
6244	136	ciemny elf	103	183
6245	67	balista	88	46
6246	183	lucznik	186	158
6247	116	kusznik	163	150
6248	159	wysoki elf-gwardzista	53	176
6249	165	drwal	62	62
6250	200	lucznik	21	74
6251	129	topornik	116	107
6252	136	lucznik	86	83
6253	159	szpieg	148	154
6254	103	robotnik	106	96
6255	107	drwal	66	93
6256	45	piechur	22	21
6257	84	piechur	131	68
6258	28	artylerzysta	152	155
6259	20	robotnik	52	85
6260	121	balista	117	25
6261	114	drwal	67	139
6262	123	drwal	58	189
6263	38	robotnik	86	92
6264	93	balista	172	14
6265	197	lekki jezdziec	118	136
6266	14	artylerzysta	195	71
6267	168	topornik	72	62
6268	58	zwiadowca	94	171
6269	106	pikinier	132	14
6270	175	piechur	9	58
6271	90	lekki jezdziec	6	104
6272	109	mag wody	174	97
6273	189	katapulta	199	158
6274	167	lekki jezdziec	46	119
6275	14	pikinier	26	16
6276	78	mag ognia	66	33
6277	118	kaplan	184	91
6278	187	balista	109	21
6279	14	lucznik	150	194
6280	186	piechur	178	134
6281	120	ciemny elf	165	21
6282	90	topornik	158	170
6283	83	zwiadowca	90	69
6284	114	pikinier	83	192
6285	192	topornik	29	48
6286	77	topornik	164	109
6287	45	robotnik	152	116
6288	16	mag ognia	136	112
6289	31	robotnik	56	166
6290	37	architekt	122	125
6291	104	lucznik	79	77
6292	113	elfi czarodziej	23	122
6293	5	kusznik	154	191
6294	76	kawalerzysta	35	141
6295	138	piechur	31	13
6296	188	konny lucznik	58	149
6297	14	kaplan	176	155
6298	31	pikinier	187	1
6299	76	piechur	192	147
6300	107	wysoki elf-gwardzista	130	67
6301	196	lucznik	136	152
6302	153	architekt	52	14
6303	120	topornik	170	144
6304	178	mag ziemi	138	27
6305	130	katapulta	89	86
6306	22	balista	142	52
6307	57	kusznik	32	182
6308	191	robotnik	137	16
6309	104	lucznik	100	43
6310	35	paladyn	133	128
6311	133	drwal	109	134
6312	48	robotnik	90	176
6313	78	pikinier	164	134
6314	93	katapulta	28	68
6315	133	kusznik	115	185
6316	33	konny lucznik	156	140
6317	132	topornik	56	186
6318	25	kaplan	142	77
6319	33	piechur	56	121
6320	53	piechur	196	97
6321	63	piechur	73	20
6322	1	piechur	116	40
6323	42	artylerzysta	63	194
6324	64	piechur	140	1
6325	125	lekki jezdziec	186	69
6326	134	drwal	32	117
6327	95	kusznik	147	154
6328	60	lesny elf	116	73
6329	35	lucznik	84	102
6330	11	pikinier	192	40
6331	95	lucznik	106	68
6332	144	kawalerzysta	133	186
6333	182	wysoki elf-gwardzista	108	1
6334	146	elfi czarodziej	92	167
6335	39	kawalerzysta	58	41
6336	11	robotnik	0	15
6337	155	lucznik	92	154
6338	9	robotnik	63	102
6339	176	topornik	47	52
6340	20	drwal	165	186
6341	113	kusznik	41	66
6342	81	zwiadowca	166	15
6343	86	pikinier	196	103
6344	27	mag ognia	191	35
6345	145	robotnik	18	47
6346	198	topornik	145	70
6347	47	troll	124	40
6348	166	robotnik	194	186
6349	140	lesny elf	142	96
6350	175	pikinier	15	116
6351	55	mag wody	53	135
6352	82	artylerzysta	133	194
6353	191	pikinier	1	71
6354	129	piechur	134	181
6355	124	kawalerzysta	173	93
6356	46	piechur	159	119
6357	109	architekt	35	157
6358	124	ciemny elf	34	87
6359	119	balista	147	5
6360	112	mag powietrza	199	163
6361	150	pikinier	189	175
6362	95	piechur	7	64
6363	193	pikinier	96	28
6364	129	pikinier	172	170
6365	78	konny lucznik	120	13
6366	102	architekt	110	136
6367	111	piechur	167	31
6368	35	pikinier	7	71
6369	43	mag wody	120	122
6370	113	piechur	116	99
6371	6	lekki jezdziec	136	89
6372	101	lekki jezdziec	76	197
