Data_meczu	Rodzaj_meczu	Gdzie	Id_druzyny	Nr_licencji	Bramki_zdobyte	Bramki_stracone
2008-02-18	P	D	17	HF4351	0	5
2008-05-07	L	D	67	HF4351	3	1
2008-10-14	L	D	25	HF4351	2	1
2009-01-19	T	W	95	HF4351	6	5
2009-05-06	L	W	43	HF4351	0	3
2009-05-22	L	D	24	HF4351	6	1
2009-06-17	L	D	47	HF4351	3	4
2009-10-20	L	D	32	HF4351	0	4
2009-12-23	L	W	50	HF4351	5	5
2011-01-21	L	D	78	HF4351	0	4
2011-03-04	L	D	35	HF4351	5	5
2011-12-25	L	D	40	HF4351	5	2
2002-07-12	L	D	56	HF6490	6	1
2003-01-27	L	D	5	HF6490	0	4
2003-11-21	L	D	41	HF6490	4	3
2003-12-30	L	W	14	HF6490	1	0
2004-09-21	L	D	91	HF6490	5	4
2004-10-14	L	W	67	HF6490	0	3
2005-01-19	L	D	7	HF6490	4	2
2005-03-22	L	D	80	HF6490	5	4
2005-12-12	L	W	84	HF6490	0	1
2006-01-11	L	D	52	HF6490	4	3
2006-04-02	L	W	16	HF6490	3	1
2006-04-30	P	D	64	HF6490	6	1
2007-05-16	P	D	97	HF6490	0	0
2007-06-26	T	W	15	HF6490	2	1
2008-01-03	L	D	11	HF6490	1	0
2008-02-20	L	D	92	HF6490	4	3
2009-10-29	L	D	5	HF6490	3	1
2009-11-03	L	W	23	HF6490	2	1
2009-11-18	L	D	50	HF6490	3	1
2010-02-07	L	W	91	HF6490	4	3
2010-09-19	L	W	60	HF6490	2	2
2010-09-24	T	D	10	HF6490	6	2
2010-10-04	L	D	19	HF6490	0	1
2010-10-22	L	D	40	HF6490	6	2
2010-12-23	L	W	44	HF6490	0	4
2011-12-12	P	D	8	HF6490	2	4
2011-12-24	L	W	21	HF6490	4	5
2003-05-10	T	D	73	HH7146	3	2
2003-06-23	L	D	37	HH7146	6	4
2003-07-13	P	W	56	HH7146	6	3
2004-02-19	L	D	20	HH7146	1	3
2004-02-29	T	W	6	HH7146	5	3
2004-07-16	P	W	63	HH7146	1	0
2005-01-22	L	D	98	HH7146	3	4
2005-03-08	L	W	100	HH7146	4	1
2005-07-04	L	W	45	HH7146	4	1
2006-01-15	L	D	1	HH7146	1	3
2006-05-28	L	D	11	HH7146	5	3
2006-06-04	T	D	18	HH7146	3	1
2006-06-25	P	D	96	HH7146	1	4
2007-05-31	T	D	40	HH7146	6	2
2007-06-04	L	W	50	HH7146	1	5
2007-09-28	L	W	89	HH7146	4	2
2008-09-17	L	D	74	HH7146	5	5
2009-03-06	L	W	76	HH7146	0	1
2009-04-25	P	D	62	HH7146	1	2
2009-06-25	L	W	64	HH7146	4	5
2002-02-15	L	W	55	HJ7005	1	3
2002-03-29	L	W	28	HJ7005	6	2
2002-04-29	L	W	93	HJ7005	5	1
2002-11-25	L	D	2	HJ7005	5	3
2003-07-04	L	D	15	HJ7005	3	1
2004-03-16	L	D	21	HJ7005	1	0
2004-07-08	L	W	45	HJ7005	6	2
2004-08-05	L	D	86	HJ7005	2	4
2004-12-24	L	W	58	HJ7005	6	4
2004-12-29	P	W	22	HJ7005	3	4
2005-06-13	L	D	92	HJ7005	0	0
2005-07-15	L	W	89	HJ7005	6	0
2006-01-30	P	D	28	HJ7005	4	3
2006-07-29	L	D	13	HJ7005	3	3
2007-08-30	L	D	68	HJ7005	4	4
2008-12-28	L	W	22	HJ7005	5	2
2009-02-23	P	D	43	HJ7005	5	4
2009-03-10	L	W	16	HJ7005	3	2
2009-08-14	L	D	85	HJ7005	1	5
2009-08-15	L	W	11	HJ7005	0	4
2010-07-15	L	D	52	HJ7005	1	2
2011-08-20	L	D	49	HJ7005	0	1
2011-12-28	L	D	60	HJ7005	1	3
2003-01-21	L	D	14	HN3479	2	5
2003-04-28	L	W	22	HN3479	3	2
2003-04-30	L	W	75	HN3479	2	1
2003-07-19	L	D	83	HN3479	1	5
2003-08-17	P	W	45	HN3479	5	3
2003-09-29	P	D	44	HN3479	6	3
2004-08-11	L	W	4	HN3479	6	4
2005-04-01	L	W	71	HN3479	4	0
2006-06-26	L	W	79	HN3479	0	1
2006-07-06	L	D	55	HN3479	0	5
2008-05-27	L	D	7	HN3479	0	2
2008-10-11	L	W	42	HN3479	0	3
2008-12-11	L	D	69	HN3479	4	1
2009-04-01	L	W	74	HN3479	0	5
2009-05-15	L	W	97	HN3479	2	3
2009-05-24	L	D	98	HN3479	3	5
2009-10-22	L	W	15	HN3479	1	4
2010-08-31	T	D	25	HN3479	5	0
2010-10-14	P	W	57	HN3479	1	1
2011-01-04	L	D	93	HN3479	3	5
2011-06-18	L	D	84	HN3479	2	4
2011-08-02	L	W	49	HN3479	4	5
2011-11-21	P	W	10	HN3479	6	2
2003-12-04	L	D	81	HN8188	0	0
2004-04-16	P	W	87	HN8188	6	2
2004-06-25	L	D	55	HN8188	0	5
2004-06-29	L	W	57	HN8188	2	2
2004-08-03	L	D	22	HN8188	5	4
2005-04-07	L	W	82	HN8188	2	5
2006-06-02	L	D	97	HN8188	4	4
2009-03-15	L	W	24	HN8188	1	4
2009-07-17	L	D	59	HN8188	1	4
2009-08-17	L	W	99	HN8188	6	3
2011-02-14	L	W	48	HN8188	5	4
2002-03-03	L	D	87	IA9782	5	1
2002-06-26	L	W	6	IA9782	4	4
2004-11-04	L	D	26	IA9782	0	5
2005-01-27	L	D	96	IA9782	1	4
2006-10-25	P	D	38	IA9782	6	3
2008-07-28	L	W	79	IA9782	6	0
2008-10-22	P	W	46	IA9782	5	4
2008-11-21	L	D	49	IA9782	1	1
2009-07-15	L	W	63	IA9782	6	3
2009-08-28	L	W	4	IA9782	0	3
2011-04-05	L	D	85	IA9782	5	0
2011-04-26	L	W	36	IA9782	1	1
2011-12-03	L	W	83	IA9782	6	2
2002-05-22	L	D	18	IC2160	4	2
2003-01-30	L	W	35	IC2160	3	0
2003-07-31	L	D	99	IC2160	6	4
2004-03-10	L	D	58	IC2160	3	0
2004-10-05	L	D	46	IC2160	0	5
2005-10-01	L	D	75	IC2160	1	5
2005-12-28	L	D	54	IC2160	3	4
2006-10-12	T	W	44	IC2160	2	3
2006-11-13	L	D	16	IC2160	1	2
2006-12-10	L	D	17	IC2160	2	3
2008-03-25	L	D	70	IC2160	3	3
2008-05-03	L	D	83	IC2160	6	4
2008-05-17	L	W	73	IC2160	3	3
2009-08-24	L	W	99	IC2160	0	3
2010-01-29	L	D	97	IC2160	4	0
2010-10-17	P	D	60	IC2160	4	4
2011-05-02	L	D	69	IC2160	5	2
2011-08-06	P	D	60	IC2160	3	2
2003-07-06	L	D	59	IC6748	5	3
2003-12-11	P	W	29	IC6748	1	3
2004-11-22	P	D	55	IC6748	0	2
2005-03-25	L	D	15	IC6748	2	4
2005-06-29	L	W	25	IC6748	3	5
2005-08-09	L	D	100	IC6748	0	4
2005-12-10	L	W	56	IC6748	1	4
2006-02-17	L	D	12	IC6748	2	1
2006-10-13	L	W	79	IC6748	1	3
2007-03-27	L	D	70	IC6748	6	3
2007-07-29	P	W	70	IC6748	5	1
2007-08-02	L	W	70	IC6748	6	2
2008-04-08	L	D	63	IC6748	3	3
2008-06-02	P	D	73	IC6748	6	0
2008-12-02	L	W	8	IC6748	3	2
2008-12-26	P	W	23	IC6748	0	3
2011-04-04	L	D	78	IC6748	5	4
2011-05-29	L	D	77	IC6748	2	2
2011-08-12	P	W	11	IC6748	4	2
2002-09-15	L	D	21	IF9990	4	0
2002-12-01	L	W	50	IF9990	5	1
2003-11-11	L	D	94	IF9990	0	5
2004-07-09	L	D	73	IF9990	2	3
2004-09-22	L	W	14	IF9990	4	5
2004-09-25	P	W	69	IF9990	5	5
2005-02-09	L	D	34	IF9990	5	3
2005-12-23	L	D	81	IF9990	6	4
2007-01-01	L	W	26	IF9990	4	3
2007-04-07	L	D	28	IF9990	5	4
2007-10-11	L	W	63	IF9990	1	4
2009-07-01	L	W	22	IF9990	6	4
2009-09-13	L	D	40	IF9990	5	4
2010-04-07	T	D	27	IF9990	6	3
2011-03-08	L	D	15	IF9990	6	3
2011-10-02	P	D	88	IF9990	5	0
2002-01-23	L	W	3	IH8152	4	5
2002-08-04	L	W	30	IH8152	1	0
2002-09-25	L	D	26	IH8152	5	0
2003-11-22	L	D	17	IH8152	2	2
2005-02-07	L	W	16	IH8152	1	5
2005-03-11	L	D	21	IH8152	5	1
2005-04-04	L	D	82	IH8152	1	0
2006-06-19	L	D	46	IH8152	5	3
2006-09-21	L	W	70	IH8152	5	4
2006-09-22	L	D	45	IH8152	2	1
2007-11-11	L	W	26	IH8152	6	5
2008-09-11	L	D	51	IH8152	5	5
2010-03-03	L	D	61	IH8152	2	5
2010-11-30	L	D	30	IH8152	1	3
2011-03-24	L	W	87	IH8152	2	0
2011-05-22	L	W	83	IH8152	0	0
2002-05-12	T	W	6	II4034	1	1
2002-07-09	L	W	1	II4034	3	2
2004-05-31	L	D	96	II4034	2	0
2004-08-13	L	D	53	II4034	2	2
2005-02-24	L	W	43	II4034	3	2
2005-05-22	L	W	31	II4034	2	1
2006-11-20	L	W	66	II4034	2	2
2008-04-19	L	W	98	II4034	5	2
2008-07-17	L	D	15	II4034	3	0
2008-11-07	L	W	31	II4034	5	0
2010-02-28	L	W	10	II4034	6	2
2010-04-08	L	W	13	II4034	5	3
2010-09-02	L	W	9	II4034	1	2
2011-07-07	L	D	88	II4034	2	1
2011-11-13	L	W	73	II4034	6	5
2003-05-12	L	W	57	IJ5595	0	1
2004-07-01	L	D	55	IJ5595	3	5
2005-04-27	L	D	82	IJ5595	4	1
2005-06-03	L	D	18	IJ5595	5	4
2006-12-11	L	W	73	IJ5595	3	1
2007-09-08	L	W	3	IJ5595	4	0
2008-04-03	P	W	99	IJ5595	2	0
2010-12-07	L	D	55	IJ5595	6	2
2011-12-08	L	W	63	IJ5595	6	2
2002-07-20	L	W	1	IJ6370	1	4
2003-08-20	L	D	85	IJ6370	3	4
2003-09-22	L	W	53	IJ6370	1	5
2003-12-18	L	D	2	IJ6370	1	2
2004-05-26	P	D	20	IJ6370	0	0
2004-09-19	P	D	20	IJ6370	6	5
2004-09-24	L	W	8	IJ6370	6	2
2004-10-17	L	W	42	IJ6370	0	1
2004-12-13	L	W	64	IJ6370	3	4
2005-01-07	L	D	20	IJ6370	6	5
2005-04-06	L	D	50	IJ6370	0	2
2005-06-09	L	W	66	IJ6370	4	3
2005-06-25	L	D	81	IJ6370	2	1
2005-11-14	L	D	44	IJ6370	6	1
2006-05-26	L	W	46	IJ6370	3	4
2006-10-05	L	W	42	IJ6370	1	1
2006-12-01	T	D	53	IJ6370	2	3
2007-03-29	T	D	71	IJ6370	5	0
2007-04-24	L	D	86	IJ6370	6	2
2007-11-24	L	W	91	IJ6370	1	4
2008-12-05	L	D	94	IJ6370	1	4
2009-08-12	L	W	66	IJ6370	5	2
2010-01-17	L	W	19	IJ6370	1	3
2011-02-16	L	W	12	IJ6370	1	3
2002-06-01	L	W	86	IK7728	5	4
2003-01-03	P	D	18	IK7728	0	1
2003-06-11	L	W	30	IK7728	5	2
2003-10-05	L	W	93	IK7728	2	1
2003-10-27	P	W	80	IK7728	6	5
2004-10-24	P	W	36	IK7728	4	2
2005-11-25	L	W	38	IK7728	0	0
2006-12-23	L	D	57	IK7728	3	0
2007-06-24	T	D	34	IK7728	0	4
2007-12-27	L	D	34	IK7728	3	2
2008-01-12	L	W	17	IK7728	5	3
2008-06-22	L	D	1	IK7728	0	2
2010-08-16	L	W	76	IK7728	5	0
2010-08-27	L	W	46	IK7728	3	4
2011-01-25	L	D	90	IK7728	6	0
2011-02-22	L	W	79	IK7728	5	3
2011-11-28	L	D	33	IK7728	3	5
2002-01-07	L	D	97	IM7081	5	4
2003-06-19	L	D	59	IM7081	2	0
2004-04-09	L	D	41	IM7081	0	3
2004-12-27	L	D	88	IM7081	6	0
2005-08-17	L	D	6	IM7081	3	3
2005-11-17	L	D	6	IM7081	5	2
2006-10-30	L	W	44	IM7081	0	5
2008-03-29	L	W	76	IM7081	2	1
2008-06-04	P	D	93	IM7081	4	1
2010-01-08	P	W	96	IM7081	1	4
2010-05-19	L	D	25	IM7081	0	0
2011-07-17	L	D	8	IM7081	0	4
2011-09-28	T	W	15	IM7081	4	2
2011-12-16	L	D	19	IM7081	1	4
2003-04-17	L	W	22	JA3814	4	3
2003-10-16	L	D	8	JA3814	5	3
2004-06-17	L	W	55	JA3814	1	4
2005-02-10	L	W	49	JA3814	5	0
2005-05-30	L	W	88	JA3814	6	3
2005-10-16	P	W	91	JA3814	1	0
2006-04-22	P	D	2	JA3814	3	5
2006-12-20	T	W	27	JA3814	1	0
2007-02-11	L	D	53	JA3814	5	4
2007-02-12	L	W	79	JA3814	2	4
2007-02-15	L	W	91	JA3814	3	3
2007-06-01	L	W	68	JA3814	1	3
2008-05-16	L	D	55	JA3814	2	1
2008-08-11	L	D	95	JA3814	1	0
2009-01-31	L	W	42	JA3814	4	2
2009-03-23	T	W	15	JA3814	0	4
2010-01-26	P	W	75	JA3814	5	4
2010-07-01	L	W	83	JA3814	3	1
2011-06-03	L	D	92	JA3814	0	5
2011-06-29	L	D	88	JA3814	3	0
2011-08-18	L	W	78	JA3814	1	4
2011-08-30	L	W	65	JA3814	4	1
2011-11-04	L	W	46	JA3814	0	5
2002-10-26	L	W	52	JB7620	4	0
2003-10-28	L	W	81	JB7620	3	2
2004-02-10	L	W	74	JB7620	2	1
2004-03-19	L	W	57	JB7620	4	5
2004-05-18	L	W	13	JB7620	2	2
2004-12-28	L	D	91	JB7620	3	3
2005-07-22	L	D	99	JB7620	5	2
2005-08-21	P	D	90	JB7620	2	4
2007-08-07	L	W	73	JB7620	2	1
2007-11-27	L	W	24	JB7620	4	4
2008-10-23	L	W	5	JB7620	2	4
2008-12-13	L	D	56	JB7620	6	3
2009-09-17	L	W	99	JB7620	5	4
2010-04-16	L	W	48	JB7620	2	2
2010-06-15	L	W	88	JB7620	0	0
2010-06-28	L	D	63	JB7620	2	5
2010-07-22	L	W	33	JB7620	5	2
2010-09-15	L	W	72	JB7620	1	5
2011-07-22	L	D	18	JB7620	6	2
2011-10-14	L	D	4	JB7620	3	4
2002-03-11	L	W	78	JC8478	6	0
2002-05-02	L	D	65	JC8478	3	1
2003-06-21	L	D	54	JC8478	0	3
2004-02-27	L	D	5	JC8478	2	5
2004-03-08	L	W	5	JC8478	0	4
2004-10-06	L	W	11	JC8478	6	5
2005-09-13	L	W	1	JC8478	3	1
2005-12-09	L	D	46	JC8478	6	0
2005-12-21	L	W	56	JC8478	0	1
2006-10-11	L	W	36	JC8478	3	1
2007-03-13	L	W	79	JC8478	4	0
2007-06-30	L	D	14	JC8478	5	5
2007-12-23	L	W	25	JC8478	3	4
2008-06-18	L	D	33	JC8478	0	0
2008-10-05	P	W	55	JC8478	2	1
2009-01-09	L	W	39	JC8478	3	5
2009-11-20	L	W	76	JC8478	3	0
2010-11-20	L	D	22	JC8478	5	2
2002-09-21	L	D	50	JD5851	6	4
2004-04-14	L	D	44	JD5851	6	0
2006-07-23	L	W	54	JD5851	1	1
2006-11-18	L	W	31	JD5851	3	1
2007-03-16	L	D	100	JD5851	1	4
2007-10-05	L	D	12	JD5851	5	0
2008-08-25	P	W	31	JD5851	3	5
2008-10-30	L	W	73	JD5851	0	5
2008-12-17	L	W	19	JD5851	3	0
2009-09-05	L	W	55	JD5851	1	4
2009-10-12	P	D	17	JD5851	2	1
2009-11-23	L	D	66	JD5851	2	1
2010-07-28	L	W	35	JD5851	0	4
2010-09-13	L	D	71	JD5851	0	0
2010-10-19	L	D	89	JD5851	3	1
2003-03-29	L	W	23	JF7164	3	5
2004-10-26	L	W	63	JF7164	5	1
2005-05-07	L	W	41	JF7164	4	3
2007-02-10	L	D	30	JF7164	1	5
2007-03-02	L	W	94	JF7164	3	2
2007-03-24	P	W	50	JF7164	1	0
2009-05-14	L	W	100	JF7164	4	0
2010-04-13	L	D	9	JF7164	0	1
2011-03-03	L	D	37	JF7164	6	3
2002-02-01	L	D	82	JG2805	3	5
2002-02-11	L	D	43	JG2805	4	2
2002-02-20	P	W	82	JG2805	3	1
2003-02-24	P	W	17	JG2805	5	0
2003-10-17	L	D	12	JG2805	1	0
2003-11-15	L	W	81	JG2805	1	5
2004-05-13	L	D	8	JG2805	1	1
2005-06-11	L	D	64	JG2805	6	0
2006-04-17	L	D	25	JG2805	0	5
2007-02-08	L	W	14	JG2805	5	4
2009-05-28	L	D	14	JG2805	0	3
2009-06-27	L	W	79	JG2805	6	4
2009-09-22	L	D	75	JG2805	4	4
2011-10-25	L	D	52	JG2805	2	4
2011-12-20	L	D	19	JG2805	0	2
2002-01-21	L	W	32	JG8466	0	2
2002-02-18	L	D	99	JG8466	1	2
2003-08-08	L	W	19	JG8466	6	0
2003-10-09	L	W	67	JG8466	2	3
2003-11-20	L	D	58	JG8466	2	3
2003-11-25	L	D	42	JG8466	4	0
2004-03-14	L	W	26	JG8466	4	1
2004-08-09	L	D	25	JG8466	1	5
2005-06-14	L	W	43	JG8466	1	1
2006-02-22	L	D	99	JG8466	6	5
2006-07-02	L	D	73	JG8466	2	5
2008-04-10	P	W	34	JG8466	6	0
2009-03-27	L	W	98	JG8466	6	3
2009-06-01	L	W	58	JG8466	3	2
2009-07-13	L	W	81	JG8466	5	4
2009-09-03	L	W	11	JG8466	2	1
2009-10-25	L	W	15	JG8466	3	0
2009-10-31	L	D	11	JG8466	2	2
2010-05-02	P	W	1	JG8466	5	4
2002-04-24	L	D	1	JI5397	2	1
2003-03-19	L	D	40	JI5397	0	0
2003-08-14	L	W	68	JI5397	2	4
2004-10-31	L	W	20	JI5397	6	5
2005-03-16	T	D	98	JI5397	5	0
2005-07-28	L	W	8	JI5397	1	3
2005-09-25	L	W	64	JI5397	6	2
2007-10-22	L	W	24	JI5397	5	1
2009-02-02	L	W	76	JI5397	6	2
2009-06-29	L	D	57	JI5397	6	0
2009-12-02	L	D	31	JI5397	2	3
2011-08-11	L	W	79	JI5397	6	2
2011-10-06	L	D	3	JI5397	1	1
2003-03-11	L	W	12	JL7283	4	3
2003-03-17	L	D	1	JL7283	3	2
2003-04-23	L	W	63	JL7283	0	4
2004-01-14	L	D	41	JL7283	2	2
2005-06-19	P	D	9	JL7283	0	3
2005-07-06	L	W	3	JL7283	0	2
2008-01-13	L	W	5	JL7283	6	2
2009-04-03	L	W	30	JL7283	2	3
2011-06-20	T	D	1	JL7283	2	0
2011-06-27	L	D	64	JL7283	6	2
2002-01-10	L	D	49	JM2406	6	3
2002-11-24	L	D	9	JM2406	0	2
2002-12-16	L	D	56	JM2406	1	1
2003-04-14	L	D	72	JM2406	2	3
2004-02-21	L	W	81	JM2406	0	1
2005-01-31	L	W	92	JM2406	3	2
2005-03-14	L	W	15	JM2406	6	0
2005-05-19	L	W	73	JM2406	5	4
2005-07-29	T	W	8	JM2406	3	4
2005-12-04	L	D	36	JM2406	1	3
2006-08-27	L	D	10	JM2406	0	4
2007-01-22	L	W	96	JM2406	4	3
2008-07-06	L	W	88	JM2406	2	4
2008-10-18	L	W	86	JM2406	6	2
2008-11-04	L	W	27	JM2406	4	5
2009-01-02	L	D	27	JM2406	0	2
2010-02-20	L	D	36	JM2406	4	2
2010-12-25	L	D	11	JM2406	3	5
2011-08-05	L	W	6	JM2406	5	5
2002-01-29	L	D	72	KB3702	0	4
2002-11-03	L	W	49	KB3702	2	4
2003-01-02	P	W	26	KB3702	0	1
2003-11-01	L	D	56	KB3702	1	2
2004-04-07	L	W	97	KB3702	0	0
2005-07-03	L	W	65	KB3702	1	2
2005-07-13	L	W	8	KB3702	6	2
2006-04-27	L	D	47	KB3702	5	2
2006-06-07	L	W	77	KB3702	6	3
2006-07-21	L	W	34	KB3702	5	4
2007-09-11	L	D	12	KB3702	4	0
2009-01-05	T	W	47	KB3702	2	2
2009-08-21	L	D	50	KB3702	2	5
2009-10-10	L	W	76	KB3702	2	1
2009-12-22	L	D	100	KB3702	1	2
2010-03-01	L	W	20	KB3702	0	4
2010-06-12	P	W	76	KB3702	2	1
2010-08-30	L	D	97	KB3702	4	5
2010-09-16	L	D	84	KB3702	1	0
2010-12-17	L	W	51	KB3702	5	4
2011-01-01	L	W	28	KB3702	6	5
2011-09-03	L	D	41	KB3702	2	2
2002-12-22	L	D	56	KC1286	4	3
2003-06-07	L	D	31	KC1286	3	5
2003-06-15	L	D	83	KC1286	4	5
2003-11-29	L	D	13	KC1286	4	2
2004-05-23	L	W	2	KC1286	5	3
2005-01-11	P	D	78	KC1286	2	2
2005-05-25	L	W	100	KC1286	1	2
2007-04-26	P	D	72	KC1286	5	1
2007-12-29	P	D	24	KC1286	6	3
2008-09-23	L	W	16	KC1286	4	5
2009-03-20	L	W	87	KC1286	2	1
2009-04-22	L	W	11	KC1286	0	1
2010-06-27	L	D	66	KC1286	6	5
2002-05-18	L	W	36	KF2609	2	5
2002-07-02	L	W	40	KF2609	2	3
2003-02-18	L	W	51	KF2609	3	5
2004-01-07	L	D	70	KF2609	2	0
2005-02-05	L	W	96	KF2609	3	3
2006-01-26	L	W	93	KF2609	4	3
2006-06-20	L	W	62	KF2609	1	5
2006-08-04	P	D	64	KF2609	2	2
2006-09-30	L	W	20	KF2609	0	1
2008-01-10	P	W	58	KF2609	0	4
2008-06-24	P	D	4	KF2609	6	1
2010-01-23	L	W	85	KF2609	6	0
2011-03-19	L	W	89	KF2609	5	2
2011-10-12	L	W	32	KF2609	2	2
2002-03-21	L	W	62	KF5645	2	0
2003-10-29	L	D	91	KF5645	2	2
2004-04-27	L	W	41	KF5645	2	0
2006-12-12	L	W	82	KF5645	1	2
2007-02-27	L	D	3	KF5645	6	0
2007-08-25	L	W	47	KF5645	0	4
2007-10-09	L	D	18	KF5645	1	5
2008-04-01	L	W	30	KF5645	3	2
2008-10-03	L	D	35	KF5645	1	2
2008-11-28	T	W	57	KF5645	4	2
2009-09-07	L	D	2	KF5645	1	4
2002-11-16	L	W	26	KG2771	2	5
2003-06-10	L	W	79	KG2771	1	3
2004-03-04	L	D	57	KG2771	1	4
2005-08-27	L	D	18	KG2771	4	1
2006-05-06	L	D	30	KG2771	3	4
2006-11-24	L	D	63	KG2771	6	0
2008-06-28	L	W	63	KG2771	3	0
2009-06-11	L	D	12	KG2771	1	3
2009-11-30	L	W	81	KG2771	3	2
2010-01-06	L	W	53	KG2771	1	4
2011-03-10	L	D	3	KG2771	1	4
2011-07-05	L	D	56	KG2771	5	4
2011-11-01	L	D	96	KG2771	4	5
2002-02-28	L	D	47	KI2449	3	2
2002-07-23	L	D	90	KI2449	2	5
2003-05-04	L	W	30	KI2449	0	4
2003-08-28	P	D	36	KI2449	2	3
2004-02-11	L	W	30	KI2449	3	0
2004-03-13	L	W	5	KI2449	0	1
2006-01-25	L	W	77	KI2449	0	0
2006-08-29	L	W	40	KI2449	1	0
2007-06-27	L	W	88	KI2449	3	4
2008-08-18	L	D	10	KI2449	4	0
2008-09-16	L	W	95	KI2449	5	3
2008-12-23	L	D	87	KI2449	6	2
2009-04-17	L	D	65	KI2449	3	0
2009-11-29	P	D	91	KI2449	3	4
2010-12-27	P	D	24	KI2449	6	4
2011-09-15	L	W	55	KI2449	5	4
2011-12-11	L	W	76	KI2449	2	3
2002-01-03	L	D	60	KJ9494	0	1
2002-06-19	L	W	40	KJ9494	6	4
2002-06-22	L	D	5	KJ9494	1	3
2003-12-20	P	D	93	KJ9494	3	2
2004-10-30	P	D	14	KJ9494	5	3
2004-11-24	L	D	54	KJ9494	3	3
2005-11-09	P	D	79	KJ9494	2	3
2007-03-06	L	D	75	KJ9494	6	2
2007-04-02	L	W	85	KJ9494	0	0
2008-01-01	L	D	96	KJ9494	2	0
2009-05-11	L	D	96	KJ9494	4	5
2010-06-06	L	D	18	KJ9494	2	2
2010-07-11	P	W	18	KJ9494	4	5
2011-02-17	P	D	23	KJ9494	2	4
2002-05-01	P	D	31	KK1815	1	1
2002-06-24	P	W	36	KK1815	4	4
2002-11-08	L	W	77	KK1815	5	4
2003-09-21	L	D	85	KK1815	2	5
2006-11-08	L	W	69	KK1815	2	3
2007-01-26	L	W	75	KK1815	0	3
2007-12-21	L	D	82	KK1815	2	1
2008-05-20	L	W	17	KK1815	0	3
2008-12-27	T	D	25	KK1815	3	3
2009-08-10	L	W	74	KK1815	2	1
2010-07-26	L	D	67	KK1815	3	4
2010-09-21	L	W	72	KK1815	6	3
2011-08-23	L	D	67	KK1815	6	3
2003-08-26	T	D	54	KL0482	1	2
2003-09-05	L	W	71	KL0482	0	1
2004-07-27	L	W	53	KL0482	1	2
2004-08-10	T	W	12	KL0482	6	3
2006-08-31	L	W	20	KL0482	2	4
2006-11-27	L	W	22	KL0482	5	5
2008-05-28	L	D	39	KL0482	1	1
2008-09-25	L	W	84	KL0482	0	2
2009-06-12	P	W	36	KL0482	1	4
2010-12-29	L	W	100	KL0482	5	4
2011-06-13	P	D	26	KL0482	1	0
2002-01-30	L	W	14	KN1916	2	3
2003-12-06	L	D	16	KN1916	4	2
2005-03-15	L	D	16	KN1916	1	2
2005-05-21	T	D	69	KN1916	0	5
2005-07-01	L	W	64	KN1916	4	0
2006-09-03	P	D	64	KN1916	3	0
2007-10-15	P	D	5	KN1916	4	5
2007-11-08	L	D	36	KN1916	4	1
2008-12-18	L	D	8	KN1916	3	0
2009-05-05	L	W	75	KN1916	3	5
2009-12-08	L	D	14	KN1916	5	5
2010-05-04	P	W	56	KN1916	0	1
2010-07-17	L	D	19	KN1916	2	3
2010-08-03	L	D	80	KN1916	2	4
2011-02-26	L	W	95	KN1916	1	2
2011-04-18	T	W	86	KN1916	0	0
2002-05-29	L	D	54	KO5328	0	1
2004-01-30	L	W	60	KO5328	0	2
2005-10-14	L	D	100	KO5328	3	0
2006-07-31	L	D	56	KO5328	1	0
2007-02-04	L	D	19	KO5328	3	0
2007-04-12	L	D	60	KO5328	2	0
2007-05-05	P	W	78	KO5328	3	3
2007-07-14	L	D	38	KO5328	5	3
2007-08-15	P	W	78	KO5328	6	4
2007-09-13	L	W	22	KO5328	0	1
2008-03-21	L	W	23	KO5328	0	5
2008-09-26	P	D	59	KO5328	6	4
2009-01-17	L	D	61	KO5328	6	3
2009-03-25	L	W	33	KO5328	5	0
2010-05-26	L	W	38	KO5328	4	5
2010-07-02	L	D	94	KO5328	4	3
2011-03-15	L	D	42	KO5328	6	3
2011-10-09	L	D	29	KO5328	0	1
2002-12-07	L	D	50	LA3477	6	3
2003-12-21	L	W	78	LA3477	0	1
2005-04-14	P	D	63	LA3477	3	5
2005-06-08	L	D	99	LA3477	5	5
2005-08-02	L	D	11	LA3477	1	5
2009-10-27	L	D	93	LA3477	5	3
2010-01-04	L	D	55	LA3477	2	4
2010-11-01	L	W	43	LA3477	2	2
2002-10-14	L	D	100	LA6168	0	4
2003-09-13	L	W	68	LA6168	1	2
2003-11-06	L	W	98	LA6168	1	3
2004-12-22	L	W	32	LA6168	1	1
2005-05-13	L	D	4	LA6168	2	5
2006-03-03	L	W	10	LA6168	1	1
2006-07-10	P	W	47	LA6168	0	4
2007-02-01	L	W	67	LA6168	3	0
2008-06-05	L	D	18	LA6168	4	3
2008-10-31	P	W	51	LA6168	3	3
2010-07-03	L	W	98	LA6168	1	4
2010-07-21	L	W	53	LA6168	5	1
2010-08-04	L	D	60	LA6168	5	2
2010-10-26	P	D	7	LA6168	1	4
2010-12-20	L	D	98	LA6168	4	4
2011-02-21	L	D	33	LA6168	2	1
2011-12-26	L	W	19	LA6168	3	5
2002-08-17	T	W	1	LD5556	6	3
2004-12-04	L	W	40	LD5556	3	1
2005-01-20	L	D	9	LD5556	3	0
2005-10-30	L	W	96	LD5556	2	4
2006-01-12	L	W	38	LD5556	0	4
2006-05-19	L	W	11	LD5556	2	3
