Numer_zgloszenia	Numer_komputera	Czas_awarii	Priorytet
1445	40	2015-08-03 10:44:52	9
1446	304	2015-08-03 14:11:01	5
1447	4	2015-08-03 14:35:52	7
1448	184	2015-08-03 15:40:35	7
1449	456	2015-08-03 18:04:55	6
1450	485	2015-08-04 01:40:26	9
1451	76	2015-08-04 06:16:38	2
1452	113	2015-08-04 06:47:04	8
1453	498	2015-08-04 07:18:55	5
1454	485	2015-08-04 11:45:42	1
1455	236	2015-08-04 20:50:14	3
1456	219	2015-08-05 07:42:39	9
1457	375	2015-08-05 08:36:48	4
1458	341	2015-08-05 11:41:07	1
1459	87	2015-08-05 13:57:40	1
1460	143	2015-08-05 14:26:19	7
1461	92	2015-08-05 21:18:42	2
1462	273	2015-08-05 21:37:40	9
1463	432	2015-08-05 23:23:17	4
1464	282	2015-08-06 01:49:49	6
1465	38	2015-08-06 07:52:56	2
1466	15	2015-08-06 15:15:08	1
1467	318	2015-08-06 21:27:56	7
1468	183	2015-08-07 00:08:13	1
1469	214	2015-08-07 11:10:45	5
1470	42	2015-08-07 12:51:22	2
1471	298	2015-08-07 15:14:55	8
1472	347	2015-08-07 20:17:06	8
1473	129	2015-08-07 21:17:01	7
1474	91	2015-08-07 23:35:48	5
1475	467	2015-08-08 00:51:54	7
1476	256	2015-08-08 02:01:06	6
1477	339	2015-08-08 03:21:56	7
1478	151	2015-08-08 04:10:04	5
1479	344	2015-08-08 04:42:56	4
1480	155	2015-08-08 05:27:50	3
1481	112	2015-08-08 08:41:17	8
1482	40	2015-08-08 12:08:12	3
1483	236	2015-08-08 14:00:10	7
1484	388	2015-08-08 17:54:01	6
1485	332	2015-08-08 23:42:47	8
1486	209	2015-08-09 04:27:19	10
1487	275	2015-08-09 06:25:27	5
1488	42	2015-08-09 17:41:00	1
1489	10	2015-08-09 19:19:33	6
1490	75	2015-08-09 21:35:12	3
1491	262	2015-08-09 22:32:40	10
1492	87	2015-08-10 00:08:47	4
1493	291	2015-08-10 01:41:48	5
1494	89	2015-08-10 07:38:08	9
1495	491	2015-08-10 09:49:38	9
1496	409	2015-08-10 13:15:53	7
1497	272	2015-08-10 15:39:02	10
1498	369	2015-08-10 18:42:24	5
1499	407	2015-08-10 18:58:24	9
1500	378	2015-08-10 23:20:41	3
1501	192	2015-08-10 23:25:34	9
1502	248	2015-08-11 12:29:05	9
1503	53	2015-08-11 13:21:24	1
1504	362	2015-08-11 15:45:18	8
1505	464	2015-08-11 19:46:37	5
1506	393	2015-08-12 03:35:23	9
1507	38	2015-08-12 04:42:12	7
1508	199	2015-08-12 05:21:37	1
1509	22	2015-08-12 07:11:31	8
1510	358	2015-08-12 08:52:22	8
1511	404	2015-08-12 09:37:22	9
1512	6	2015-08-12 12:31:03	8
1513	107	2015-08-12 12:36:50	6
1514	246	2015-08-12 19:59:08	2
1515	60	2015-08-13 09:10:09	1
1516	83	2015-08-13 09:48:51	2
1517	245	2015-08-13 13:17:33	7
1518	192	2015-08-13 13:41:04	1
1519	428	2015-08-13 18:57:13	2
1520	283	2015-08-13 20:19:47	5
1521	70	2015-08-13 22:52:41	2
1522	238	2015-08-14 04:28:37	2
1523	395	2015-08-14 08:16:27	6
1524	155	2015-08-14 21:01:01	9
1525	66	2015-08-15 00:44:27	10
1526	121	2015-08-15 01:26:55	6
1527	42	2015-08-15 04:51:13	4
1528	444	2015-08-15 09:44:54	9
1529	180	2015-08-15 10:02:58	5
1530	43	2015-08-15 11:17:26	2
1531	276	2015-08-15 13:58:14	5
1532	291	2015-08-15 18:31:26	5
1533	389	2015-08-15 19:14:22	3
1534	289	2015-08-15 21:35:29	6
1535	116	2015-08-15 21:44:11	5
1536	376	2015-08-15 21:46:38	10
1537	116	2015-08-16 00:15:15	10
1538	227	2015-08-16 03:15:26	6
1539	279	2015-08-16 04:06:07	6
1540	458	2015-08-16 08:38:53	9
1541	314	2015-08-16 09:08:48	9
1542	35	2015-08-16 09:58:35	8
1543	143	2015-08-16 12:19:52	2
1544	306	2015-08-16 12:21:19	7
1545	60	2015-08-16 14:43:54	4
1546	408	2015-08-16 18:44:53	6
1547	148	2015-08-16 21:58:23	4
1548	39	2015-08-16 23:35:21	10
1549	135	2015-08-17 02:07:16	2
1550	241	2015-08-17 03:55:23	3
1551	497	2015-08-18 01:07:28	4
1552	204	2015-08-18 08:31:26	4
1553	407	2015-08-18 10:18:08	3
1554	187	2015-08-18 13:39:36	10
1555	155	2015-08-18 20:10:45	1
1556	153	2015-08-19 10:09:03	8
1557	200	2015-08-19 13:47:01	1
1558	393	2015-08-19 19:52:03	2
1559	411	2015-08-19 22:15:41	5
1560	232	2015-08-20 04:09:53	3
1561	411	2015-08-20 06:48:30	2
1562	283	2015-08-20 08:26:33	10
1563	419	2015-08-20 11:39:06	9
1564	186	2015-08-20 12:44:54	5
1565	358	2015-08-20 13:06:23	4
1566	264	2015-08-20 17:13:34	4
1567	102	2015-08-20 18:31:52	4
1568	340	2015-08-20 19:02:29	8
1569	311	2015-08-20 22:27:36	1
1570	129	2015-08-20 22:46:48	9
1571	255	2015-08-21 08:45:00	2
1572	378	2015-08-21 11:51:38	8
1573	273	2015-08-21 12:07:39	3
1574	29	2015-08-21 12:11:22	10
1575	141	2015-08-21 15:56:10	9
1576	489	2015-08-21 20:08:07	7
1577	332	2015-08-22 01:11:40	2
1578	205	2015-08-22 07:16:35	3
1579	483	2015-08-22 09:09:00	5
1580	240	2015-08-22 14:46:56	5
1581	456	2015-08-22 17:24:26	5
1582	226	2015-08-23 00:24:42	10
1583	432	2015-08-23 02:22:46	2
1584	1	2015-08-23 07:11:01	9
1585	499	2015-08-23 20:54:05	10
1586	296	2015-08-24 03:22:50	1
1587	128	2015-08-24 04:15:59	6
1588	422	2015-08-24 04:29:00	6
1589	37	2015-08-24 05:08:49	5
1590	6	2015-08-24 17:49:51	5
1591	406	2015-08-24 18:41:47	10
1592	130	2015-08-24 19:06:59	6
1593	308	2015-08-24 23:02:17	5
1594	165	2015-08-25 00:10:59	5
1595	413	2015-08-25 03:46:12	5
1596	279	2015-08-25 09:38:50	9
1597	452	2015-08-25 10:07:16	5
1598	339	2015-08-25 13:43:39	4
1599	129	2015-08-25 18:02:45	10
1600	238	2015-08-25 23:49:15	9
1601	452	2015-08-26 00:30:46	9
1602	461	2015-08-26 04:39:52	6
1603	47	2015-08-26 12:34:21	4
1604	304	2015-08-26 17:11:12	9
1605	164	2015-08-26 17:17:53	3
1606	278	2015-08-26 18:42:39	8
1607	183	2015-08-26 18:51:58	1
1608	74	2015-08-27 04:14:55	9
1609	219	2015-08-27 13:06:49	8
1610	297	2015-08-27 17:20:18	1
1611	253	2015-08-27 21:07:44	6
1612	41	2015-08-28 01:03:45	3
1613	83	2015-08-28 02:33:00	10
1614	214	2015-08-28 05:36:45	9
1615	86	2015-08-28 07:27:40	10
1616	431	2015-08-28 11:36:21	8
1617	246	2015-08-28 22:44:51	7
1618	95	2015-08-28 23:16:02	1
1619	84	2015-08-29 00:08:59	5
1620	275	2015-08-29 07:01:02	5
1621	239	2015-08-29 08:23:17	5
1622	437	2015-08-29 11:24:47	5
1623	310	2015-08-29 13:07:43	5
1624	72	2015-08-29 16:51:16	5
1625	461	2015-08-29 17:08:56	4
1626	269	2015-08-29 21:16:33	4
1627	486	2015-08-29 23:58:51	6
1628	16	2015-08-30 01:29:10	7
1629	374	2015-08-30 10:50:09	1
1630	312	2015-08-30 17:27:28	2
1631	274	2015-08-30 17:30:05	1
1632	64	2015-08-30 18:55:34	9
1633	142	2015-08-30 23:28:34	2
1634	362	2015-08-31 02:28:22	8
1635	164	2015-08-31 04:35:46	1
1636	71	2015-08-31 04:55:53	2
1637	422	2015-08-31 08:48:10	10
1638	435	2015-08-31 12:47:59	8
1639	271	2015-08-31 20:41:49	8
1640	217	2015-09-01 04:04:03	3
1641	227	2015-09-01 04:41:27	4
1642	392	2015-09-01 05:07:48	4
1643	473	2015-09-01 06:32:02	4
1644	433	2015-09-01 13:45:11	3
1645	450	2015-09-01 21:26:58	5
1646	246	2015-09-01 23:28:29	6
1647	260	2015-09-02 02:14:09	7
1648	413	2015-09-02 06:49:10	5
1649	14	2015-09-02 07:46:34	9
1650	214	2015-09-02 11:58:36	5
1651	496	2015-09-02 13:05:44	6
1652	63	2015-09-03 00:01:47	2
1653	205	2015-09-03 04:54:05	4
1654	496	2015-09-03 05:36:20	5
1655	132	2015-09-03 06:15:53	10
1656	7	2015-09-03 09:13:19	7
1657	274	2015-09-03 09:19:51	10
1658	278	2015-09-03 11:27:11	5
1659	42	2015-09-03 11:54:40	3
1660	315	2015-09-03 15:01:45	8
1661	53	2015-09-03 18:06:19	5
1662	327	2015-09-03 18:54:58	1
1663	117	2015-09-04 00:37:17	7
1664	130	2015-09-04 00:42:15	1
1665	248	2015-09-04 02:07:45	9
1666	316	2015-09-04 03:31:40	4
1667	171	2015-09-04 03:45:51	7
1668	40	2015-09-04 10:36:26	4
1669	333	2015-09-04 13:12:20	7
1670	499	2015-09-04 13:24:05	5
1671	3	2015-09-04 22:53:31	4
1672	371	2015-09-05 01:51:54	7
1673	291	2015-09-05 05:26:07	2
1674	151	2015-09-05 06:28:32	8
1675	116	2015-09-05 06:29:14	4
1676	7	2015-09-05 09:11:03	6
1677	156	2015-09-05 19:15:12	7
1678	76	2015-09-06 08:31:30	4
1679	477	2015-09-06 17:37:10	5
1680	442	2015-09-06 19:49:51	8
1681	312	2015-09-06 20:37:14	7
1682	16	2015-09-07 09:34:29	10
1683	31	2015-09-07 20:14:28	8
1684	404	2015-09-07 23:48:29	4
1685	230	2015-09-08 01:56:00	10
1686	45	2015-09-08 04:23:00	8
1687	308	2015-09-08 06:45:16	2
1688	435	2015-09-08 07:06:25	1
1689	130	2015-09-08 08:26:16	1
1690	118	2015-09-08 12:02:58	7
1691	52	2015-09-08 12:25:05	6
1692	315	2015-09-08 14:49:32	9
1693	119	2015-09-09 01:05:46	1
1694	442	2015-09-09 07:41:45	2
1695	402	2015-09-09 07:42:08	4
1696	160	2015-09-09 09:50:26	6
1697	466	2015-09-09 15:53:06	8
1698	12	2015-09-09 17:08:27	4
1699	142	2015-09-09 21:26:50	9
1700	243	2015-09-09 22:17:12	2
1701	156	2015-09-09 22:59:33	10
1702	395	2015-09-09 23:19:15	5
1703	177	2015-09-09 23:23:30	8
1704	41	2015-09-10 01:05:17	9
1705	82	2015-09-10 05:46:43	7
1706	77	2015-09-10 13:43:38	4
1707	218	2015-09-10 14:37:43	10
1708	172	2015-09-10 18:53:20	2
1709	108	2015-09-10 21:42:05	6
1710	297	2015-09-10 22:25:15	8
1711	315	2015-09-10 23:42:15	10
1712	239	2015-09-11 02:21:56	8
1713	156	2015-09-11 11:14:20	2
1714	432	2015-09-11 15:05:41	3
1715	474	2015-09-11 16:18:59	8
1716	429	2015-09-11 17:05:45	10
1717	286	2015-09-11 17:06:46	6
1718	184	2015-09-11 20:07:05	5
1719	121	2015-09-11 21:25:21	4
1720	237	2015-09-11 22:51:42	10
1721	111	2015-09-12 00:57:40	7
1722	177	2015-09-12 00:58:20	7
1723	163	2015-09-12 02:05:52	1
1724	332	2015-09-12 02:39:48	8
1725	139	2015-09-12 03:16:31	7
1726	62	2015-09-13 00:22:29	2
1727	290	2015-09-13 01:39:00	2
1728	315	2015-09-13 03:25:18	2
1729	226	2015-09-13 03:38:47	7
1730	95	2015-09-13 03:55:38	7
1731	149	2015-09-13 07:30:21	7
1732	83	2015-09-13 16:12:00	7
1733	251	2015-09-14 01:43:58	9
1734	121	2015-09-14 10:07:02	2
1735	223	2015-09-14 11:48:09	7
1736	108	2015-09-14 14:24:05	8
1737	89	2015-09-14 15:33:12	1
1738	444	2015-09-14 18:14:53	2
1739	500	2015-09-15 07:18:34	7
1740	205	2015-09-15 09:04:28	8
1741	249	2015-09-15 09:09:09	5
1742	14	2015-09-15 09:48:58	8
1743	475	2015-09-15 11:08:43	10
1744	371	2015-09-15 11:26:04	9
1745	252	2015-09-15 14:16:58	3
1746	243	2015-09-15 14:56:39	8
1747	200	2015-09-15 16:37:06	4
1748	198	2015-09-15 17:00:41	9
1749	151	2015-09-16 01:18:30	4
1750	159	2015-09-16 03:32:06	2
1751	406	2015-09-16 05:08:45	2
1752	169	2015-09-16 06:30:25	9
1753	338	2015-09-16 08:36:26	2
1754	464	2015-09-17 08:58:17	10
1755	314	2015-09-17 09:14:14	2
1756	416	2015-09-17 14:11:52	1
1757	36	2015-09-17 17:24:16	7
1758	9	2015-09-17 20:27:15	9
1759	354	2015-09-17 20:57:43	6
1760	76	2015-09-18 10:04:36	2
1761	292	2015-09-18 12:28:35	10
1762	117	2015-09-18 14:36:02	4
1763	358	2015-09-18 16:18:10	8
1764	141	2015-09-18 16:45:22	7
1765	400	2015-09-19 08:49:10	2
1766	500	2015-09-19 11:01:12	5
1767	102	2015-09-19 11:40:28	4
1768	150	2015-09-19 11:48:19	3
1769	267	2015-09-19 12:06:24	7
1770	374	2015-09-19 12:52:32	4
1771	237	2015-09-19 22:22:09	6
1772	408	2015-09-20 05:32:26	10
1773	347	2015-09-20 08:24:15	5
1774	134	2015-09-20 12:46:10	1
1775	102	2015-09-20 15:41:13	4
1776	115	2015-09-20 18:47:54	3
1777	106	2015-09-20 20:31:13	1
1778	62	2015-09-21 09:43:18	5
1779	377	2015-09-21 15:48:11	2
1780	450	2015-09-21 18:29:06	2
1781	274	2015-09-21 21:59:14	6
1782	395	2015-09-21 22:41:33	7
1783	2	2015-09-22 01:28:24	8
1784	237	2015-09-22 01:53:31	6
1785	491	2015-09-22 02:27:59	4
1786	474	2015-09-22 03:32:31	2
1787	485	2015-09-22 05:24:40	3
1788	16	2015-09-22 05:58:32	6
1789	264	2015-09-22 07:21:49	10
1790	47	2015-09-22 09:35:19	6
1791	402	2015-09-22 17:12:37	3
1792	243	2015-09-23 05:44:24	8
1793	443	2015-09-23 06:43:37	7
1794	488	2015-09-23 08:17:48	3
1795	498	2015-09-23 10:46:03	7
1796	409	2015-09-23 11:17:54	6
1797	175	2015-09-23 16:29:46	3
1798	435	2015-09-24 05:45:00	10
1799	165	2015-09-24 11:20:36	2
1800	387	2015-09-24 15:47:10	5
1801	253	2015-09-24 19:51:37	5
1802	144	2015-09-25 00:23:37	2
1803	322	2015-09-25 08:21:53	2
1804	63	2015-09-25 16:09:13	10
1805	191	2015-09-25 23:14:33	3
1806	219	2015-09-26 03:44:27	8
1807	10	2015-09-26 10:46:25	8
1808	386	2015-09-27 08:40:17	2
1809	50	2015-09-27 11:13:37	9
1810	391	2015-09-27 11:48:16	4
1811	357	2015-09-27 12:49:13	8
1812	310	2015-09-27 18:00:54	7
1813	39	2015-09-27 18:19:05	6
1814	302	2015-09-27 22:30:04	1
1815	386	2015-09-27 23:49:23	3
1816	109	2015-09-28 07:38:20	5
1817	21	2015-09-28 09:43:41	8
1818	340	2015-09-28 10:28:01	9
1819	53	2015-09-28 18:16:47	10
1820	424	2015-09-28 20:03:18	2
1821	433	2015-09-28 21:41:11	7
1822	486	2015-09-28 21:50:17	4
1823	407	2015-09-29 06:46:46	8
1824	48	2015-09-29 10:05:05	3
1825	432	2015-09-29 10:12:19	3
1826	119	2015-09-29 14:25:10	8
1827	413	2015-09-30 13:20:34	5
1828	490	2015-09-30 13:37:18	8
1829	254	2015-09-30 15:42:57	7
1830	356	2015-09-30 22:42:21	2
1831	55	2015-09-30 22:58:26	3
1832	308	2015-10-01 02:16:43	3
1833	151	2015-10-01 03:28:20	3
1834	461	2015-10-01 12:14:19	8
1835	56	2015-10-01 14:42:46	4
1836	331	2015-10-01 14:48:02	2
1837	104	2015-10-01 20:13:16	10
1838	283	2015-10-02 01:06:10	7
1839	312	2015-10-02 08:54:49	5
1840	276	2015-10-02 09:04:51	6
1841	482	2015-10-02 13:44:17	6
1842	419	2015-10-02 14:51:40	2
1843	205	2015-10-02 22:24:32	8
1844	217	2015-10-03 01:54:25	9
1845	388	2015-10-03 12:18:32	3
1846	131	2015-10-03 16:12:58	7
1847	314	2015-10-03 17:46:50	7
1848	467	2015-10-03 19:28:54	8
1849	349	2015-10-03 22:41:18	10
1850	245	2015-10-04 14:55:22	1
1851	116	2015-10-04 19:25:52	2
1852	433	2015-10-04 23:21:42	9
1853	191	2015-10-05 07:53:18	5
1854	463	2015-10-05 12:40:56	1
1855	90	2015-10-05 22:38:54	10
1856	236	2015-10-06 04:48:52	9
1857	347	2015-10-06 06:08:31	8
1858	78	2015-10-06 06:42:18	4
1859	377	2015-10-06 11:19:24	10
1860	276	2015-10-06 14:13:47	8
1861	321	2015-10-06 15:24:58	1
1862	204	2015-10-06 15:51:41	3
1863	217	2015-10-06 19:25:21	2
1864	89	2015-10-06 19:37:30	4
1865	391	2015-10-06 21:36:13	9
1866	48	2015-10-06 21:42:54	10
1867	394	2015-10-06 22:10:45	7
1868	423	2015-10-07 00:20:57	7
1869	86	2015-10-07 02:22:29	9
1870	15	2015-10-07 08:50:26	2
1871	206	2015-10-07 10:32:30	1
1872	496	2015-10-07 13:48:25	3
1873	212	2015-10-07 17:04:53	7
1874	348	2015-10-08 01:29:36	4
1875	54	2015-10-08 04:43:16	7
1876	321	2015-10-08 09:46:20	1
1877	354	2015-10-08 17:52:59	3
1878	22	2015-10-08 21:27:42	7
1879	380	2015-10-09 00:56:29	2
1880	452	2015-10-09 02:49:08	6
1881	297	2015-10-09 04:36:21	5
1882	281	2015-10-09 04:51:13	7
1883	183	2015-10-09 04:52:03	4
1884	177	2015-10-09 13:50:10	2
1885	344	2015-10-09 16:02:30	2
1886	445	2015-10-09 17:47:58	9
1887	159	2015-10-09 19:31:26	9
1888	398	2015-10-09 20:03:09	5
1889	500	2015-10-09 21:01:14	2
1890	77	2015-10-09 22:15:56	1
1891	54	2015-10-10 10:21:08	6
1892	339	2015-10-10 11:42:15	9
1893	87	2015-10-10 19:21:31	7
1894	385	2015-10-11 05:43:14	7
1895	260	2015-10-11 06:32:12	9
1896	289	2015-10-11 07:56:34	4
1897	95	2015-10-11 16:17:42	8
1898	259	2015-10-11 19:23:32	4
1899	157	2015-10-11 20:58:16	10
1900	473	2015-10-12 00:49:30	3
1901	61	2015-10-12 02:47:02	2
1902	302	2015-10-12 04:18:14	5
1903	422	2015-10-12 11:26:14	7
1904	15	2015-10-12 19:42:38	7
1905	385	2015-10-12 19:57:45	1
1906	341	2015-10-12 22:28:10	2
1907	375	2015-10-13 00:40:04	10
1908	356	2015-10-13 09:10:45	5
1909	190	2015-10-13 09:19:47	8
1910	479	2015-10-13 12:44:45	3
1911	235	2015-10-13 16:42:28	3
1912	25	2015-10-13 19:32:26	6
1913	93	2015-10-13 19:45:43	1
1914	298	2015-10-14 00:34:23	7
1915	243	2015-10-14 03:01:51	3
1916	302	2015-10-14 07:07:54	7
1917	310	2015-10-14 09:18:44	7
1918	300	2015-10-14 10:59:32	6
1919	470	2015-10-14 12:09:03	9
1920	186	2015-10-14 18:39:09	4
1921	366	2015-10-14 23:24:44	9
1922	378	2015-10-15 08:32:50	5
1923	489	2015-10-15 10:56:53	7
1924	464	2015-10-15 11:10:35	8
1925	170	2015-10-15 18:12:00	8
1926	13	2015-10-16 01:32:27	9
1927	98	2015-10-16 03:12:28	8
1928	95	2015-10-16 04:48:01	2
1929	398	2015-10-16 07:26:32	4
1930	273	2015-10-16 14:53:31	1
1931	29	2015-10-16 15:54:50	10
1932	109	2015-10-16 19:56:29	1
1933	419	2015-10-17 02:11:13	1
1934	250	2015-10-17 02:49:45	3
1935	74	2015-10-17 05:06:01	3
1936	123	2015-10-17 05:56:53	6
1937	406	2015-10-17 16:12:39	4
1938	105	2015-10-17 21:39:31	9
1939	422	2015-10-17 23:03:35	8
1940	189	2015-10-18 08:24:51	7
1941	420	2015-10-18 09:35:04	2
1942	32	2015-10-18 09:47:05	2
1943	491	2015-10-18 13:56:38	5
1944	127	2015-10-18 15:41:41	9
1945	251	2015-10-18 16:16:03	10
1946	192	2015-10-18 18:25:07	1
1947	193	2015-10-18 21:51:11	1
1948	460	2015-10-19 07:48:52	1
1949	24	2015-10-19 08:08:00	8
1950	375	2015-10-19 10:59:19	8
1951	56	2015-10-19 14:02:39	8
1952	198	2015-10-19 14:39:14	9
1953	1	2015-10-19 16:34:37	6
1954	387	2015-10-19 17:56:56	6
1955	408	2015-10-19 23:16:31	5
1956	73	2015-10-20 04:29:42	2
1957	491	2015-10-20 06:31:20	4
1958	57	2015-10-20 11:35:01	10
1959	454	2015-10-20 11:48:10	4
1960	447	2015-10-20 12:59:22	2
1961	361	2015-10-20 21:48:09	7
1962	382	2015-10-21 08:09:20	6
1963	33	2015-10-21 09:35:07	2
1964	361	2015-10-21 10:05:42	7
1965	39	2015-10-21 10:24:01	10
1966	216	2015-10-21 16:00:13	2
1967	165	2015-10-21 16:51:18	9
1968	223	2015-10-21 18:23:47	10
1969	115	2015-10-21 19:51:20	7
1970	251	2015-10-21 22:45:14	9
1971	198	2015-10-22 03:39:14	6
1972	156	2015-10-22 13:55:48	7
1973	249	2015-10-22 14:30:55	10
1974	356	2015-10-22 14:39:37	2
1975	417	2015-10-22 17:42:31	1
1976	374	2015-10-22 19:22:51	1
1977	120	2015-10-22 19:45:48	10
1978	199	2015-10-22 20:45:37	5
1979	315	2015-10-22 21:16:26	3
1980	307	2015-10-22 22:51:12	7
1981	278	2015-10-23 04:00:57	9
1982	469	2015-10-23 09:56:19	1
1983	171	2015-10-23 12:42:20	4
1984	136	2015-10-23 13:19:55	3
1985	443	2015-10-23 17:57:25	9
1986	74	2015-10-23 19:06:13	4
1987	156	2015-10-23 19:12:30	4
1988	174	2015-10-24 02:15:51	6
1989	305	2015-10-24 03:56:20	8
1990	274	2015-10-24 04:02:47	4
1991	460	2015-10-24 05:29:39	4
1992	22	2015-10-24 06:32:24	2
1993	392	2015-10-24 15:08:20	4
1994	381	2015-10-24 17:17:47	3
1995	52	2015-10-24 21:22:45	9
1996	192	2015-10-24 22:54:06	10
1997	461	2015-10-24 23:56:38	7
1998	382	2015-10-25 01:02:26	8
1999	143	2015-10-25 05:41:19	5
2000	310	2015-10-25 05:46:29	1
2001	290	2015-10-25 11:30:46	10
2002	6	2015-10-25 14:27:48	10
2003	243	2015-10-25 17:42:03	6
2004	374	2015-10-25 20:41:46	6
2005	422	2015-10-25 20:55:15	9
2006	190	2015-10-25 22:24:56	1
2007	382	2015-10-26 02:36:22	8
2008	300	2015-10-26 02:40:03	9
2009	272	2015-10-26 03:53:44	4
2010	449	2015-10-26 05:34:43	8
2011	460	2015-10-26 05:59:28	6
2012	355	2015-10-26 17:23:08	2
2013	123	2015-10-26 19:43:17	2
2014	494	2015-10-26 23:12:35	6
2015	1	2015-10-26 23:15:33	10
2016	369	2015-10-27 00:07:54	2
2017	66	2015-10-27 03:46:42	2
2018	391	2015-10-27 04:04:20	7
2019	236	2015-10-27 08:16:20	9
2020	386	2015-10-27 08:35:04	5
2021	495	2015-10-27 10:20:49	6
2022	32	2015-10-27 10:50:51	2
2023	264	2015-10-27 16:06:59	6
2024	273	2015-10-27 16:45:24	3
2025	79	2015-10-27 16:55:25	4
2026	273	2015-10-27 18:31:28	4
2027	452	2015-10-27 18:39:53	10
2028	310	2015-10-27 22:50:54	6
2029	435	2015-10-28 00:03:55	5
2030	123	2015-10-28 00:26:25	7
2031	319	2015-10-28 01:59:08	8
2032	316	2015-10-28 04:19:38	10
2033	246	2015-10-28 06:47:28	4
2034	171	2015-10-28 11:00:52	10
2035	306	2015-10-28 19:05:32	8
2036	419	2015-10-29 02:43:53	8
2037	30	2015-10-29 03:09:31	7
2038	93	2015-10-29 04:01:28	6
2039	130	2015-10-29 06:28:54	8
2040	6	2015-10-29 19:32:26	3
2041	72	2015-10-29 23:42:43	3
2042	79	2015-10-30 02:23:56	3
2043	398	2015-10-30 09:25:08	2
2044	496	2015-10-30 15:40:19	6
2045	107	2015-10-30 17:07:26	10
2046	495	2015-10-30 21:11:13	5
2047	317	2015-10-30 21:43:52	10
2048	8	2015-10-30 22:22:27	1
2049	37	2015-10-31 00:43:08	6
2050	245	2015-10-31 02:29:05	6
2051	174	2015-10-31 03:45:12	4
2052	356	2015-10-31 04:51:13	10
2053	274	2015-10-31 04:56:47	3
2054	306	2015-10-31 05:21:18	7
2055	14	2015-10-31 06:17:12	4
2056	367	2015-10-31 19:58:49	9
2057	109	2015-11-01 13:11:02	6
2058	199	2015-11-01 18:31:38	2
2059	290	2015-11-01 20:57:42	8
2060	406	2015-11-02 02:11:08	4
2061	226	2015-11-02 03:29:11	8
2062	387	2015-11-02 06:52:03	6
2063	356	2015-11-02 07:29:15	4
2064	82	2015-11-02 16:34:05	5
2065	387	2015-11-02 17:44:43	5
2066	23	2015-11-02 19:32:39	8
2067	223	2015-11-02 20:23:53	4
2068	161	2015-11-03 07:32:40	1
2069	449	2015-11-03 08:07:31	1
2070	406	2015-11-03 13:04:46	6
2071	386	2015-11-03 18:23:32	8
2072	227	2015-11-03 18:30:17	7
2073	83	2015-11-03 21:39:13	5
2074	255	2015-11-04 00:48:35	7
2075	445	2015-11-04 01:37:53	2
2076	97	2015-11-04 02:29:51	5
2077	71	2015-11-04 05:13:30	5
2078	75	2015-11-04 22:05:01	1
2079	13	2015-11-04 23:02:18	5
2080	497	2015-11-05 07:56:09	10
2081	475	2015-11-05 13:05:26	1
2082	481	2015-11-05 23:06:32	1
2083	111	2015-11-06 00:34:10	10
2084	319	2015-11-06 04:02:02	4
2085	292	2015-11-06 04:39:15	6
2086	445	2015-11-06 09:52:58	10
2087	3	2015-11-06 12:38:46	6
2088	125	2015-11-06 14:39:53	2
2089	171	2015-11-06 19:54:10	10
2090	14	2015-11-06 22:45:07	2
2091	104	2015-11-07 01:42:24	6
2092	141	2015-11-07 03:52:00	9
2093	497	2015-11-07 04:12:03	4
2094	76	2015-11-07 10:45:23	6
2095	317	2015-11-07 15:11:21	9
2096	237	2015-11-07 20:15:09	7
2097	243	2015-11-07 20:45:31	4
2098	14	2015-11-07 23:56:17	1
2099	376	2015-11-08 03:36:23	10
2100	124	2015-11-08 06:15:17	1
2101	91	2015-11-08 16:47:01	8
2102	144	2015-11-08 19:47:41	2
2103	7	2015-11-08 20:10:27	2
2104	215	2015-11-08 21:48:08	4
2105	188	2015-11-08 23:10:55	2
2106	50	2015-11-08 23:19:59	8
2107	186	2015-11-08 23:20:39	4
2108	366	2015-11-09 01:08:32	5
2109	241	2015-11-09 02:27:25	7
2110	222	2015-11-09 08:53:12	6
2111	327	2015-11-09 09:06:46	2
2112	493	2015-11-09 09:26:32	1
2113	183	2015-11-09 16:21:26	4
2114	141	2015-11-09 16:48:20	1
2115	224	2015-11-09 17:02:51	7
2116	213	2015-11-09 17:50:20	4
2117	445	2015-11-09 23:00:26	9
2118	445	2015-11-10 01:25:54	3
2119	22	2015-11-10 06:54:38	3
2120	383	2015-11-10 10:42:19	10
2121	13	2015-11-10 12:59:01	6
2122	246	2015-11-10 13:12:24	1
2123	48	2015-11-10 22:47:49	2
2124	240	2015-11-11 02:04:16	4
2125	497	2015-11-11 06:50:43	3
2126	4	2015-11-11 08:19:47	5
2127	81	2015-11-11 12:32:19	4
2128	364	2015-11-11 16:37:15	3
2129	422	2015-11-11 17:08:28	5
2130	419	2015-11-12 01:13:30	6
2131	431	2015-11-12 01:27:29	7
2132	64	2015-11-12 03:08:49	2
2133	362	2015-11-12 07:29:58	8
2134	286	2015-11-12 07:32:35	7
2135	479	2015-11-12 12:23:46	4
2136	201	2015-11-12 14:40:09	2
2137	464	2015-11-12 16:00:41	1
2138	214	2015-11-13 12:36:45	10
2139	14	2015-11-13 15:13:16	10
2140	95	2015-11-13 15:23:42	5
2141	159	2015-11-14 01:42:21	10
2142	366	2015-11-14 04:30:25	4
