Numer_zgloszenia	Czas_naprawy	Rodzaj
752	2015-04-27 22:07:31	wymiana
750	2015-04-27 22:32:02	restart
762	2015-04-27 23:00:11	wymiana
781	2015-04-28 01:12:41	wymiana
777	2015-04-28 01:22:07	wymiana
764	2015-04-28 07:32:32	restart
779	2015-04-28 08:25:58	restart
783	2015-04-28 09:20:40	restart
775	2015-04-28 11:05:35	restart
791	2015-04-28 11:52:23	restart
779	2015-04-28 13:11:36	restart
771	2015-04-28 13:44:41	wymiana
775	2015-04-28 16:30:58	wymiana
789	2015-04-28 17:23:23	restart
762	2015-04-28 19:49:09	wymiana
788	2015-04-28 21:14:36	wymiana
744	2015-04-28 22:26:36	wymiana
749	2015-04-28 22:35:17	restart
787	2015-04-28 23:45:03	restart
758	2015-04-29 00:52:13	restart
778	2015-04-29 01:21:02	restart
764	2015-04-29 01:39:35	restart
773	2015-04-29 03:40:08	wymiana
755	2015-04-29 06:20:18	restart
747	2015-04-29 08:08:34	restart
766	2015-04-29 08:57:13	restart
782	2015-04-29 11:48:40	wymiana
785	2015-04-29 12:16:12	wymiana
784	2015-04-29 13:15:55	restart
773	2015-04-30 01:20:05	wymiana
804	2015-04-30 03:41:48	wymiana
790	2015-04-30 04:23:57	restart
752	2015-04-30 04:55:12	wymiana
801	2015-04-30 06:07:21	wymiana
762	2015-04-30 06:39:43	wymiana
760	2015-04-30 09:48:55	wymiana
795	2015-04-30 11:39:46	wymiana
802	2015-04-30 12:22:48	wymiana
802	2015-04-30 12:51:18	wymiana
805	2015-04-30 20:08:39	wymiana
787	2015-04-30 22:57:24	restart
802	2015-05-01 00:16:17	restart
776	2015-05-01 01:19:42	wymiana
807	2015-05-01 01:36:47	restart
808	2015-05-01 03:34:43	restart
793	2015-05-01 06:11:09	wymiana
783	2015-05-01 06:16:56	wymiana
764	2015-05-01 11:06:48	wymiana
809	2015-05-01 12:59:58	restart
800	2015-05-01 14:51:26	wymiana
788	2015-05-01 16:15:22	wymiana
815	2015-05-01 20:44:31	wymiana
798	2015-05-01 20:58:11	restart
801	2015-05-01 22:13:28	restart
790	2015-05-02 00:33:36	wymiana
813	2015-05-02 01:47:31	restart
779	2015-05-02 02:51:39	restart
821	2015-05-02 03:30:35	wymiana
800	2015-05-02 04:51:26	wymiana
820	2015-05-02 10:33:48	restart
774	2015-05-02 11:15:16	restart
797	2015-05-02 13:43:53	restart
773	2015-05-02 15:00:31	wymiana
799	2015-05-02 18:13:43	restart
790	2015-05-02 19:32:50	wymiana
801	2015-05-02 20:15:17	restart
798	2015-05-02 21:00:26	restart
825	2015-05-02 21:43:17	wymiana
810	2015-05-02 21:49:52	wymiana
787	2015-05-03 00:03:31	wymiana
794	2015-05-03 03:02:48	wymiana
790	2015-05-03 03:04:06	restart
815	2015-05-03 04:58:06	wymiana
817	2015-05-03 05:34:11	wymiana
787	2015-05-03 10:47:35	wymiana
780	2015-05-03 12:00:26	restart
786	2015-05-03 14:20:18	restart
825	2015-05-03 15:41:19	restart
819	2015-05-03 17:05:28	wymiana
820	2015-05-03 17:28:26	restart
814	2015-05-03 17:31:34	restart
790	2015-05-03 23:00:04	restart
802	2015-05-04 04:26:08	wymiana
828	2015-05-04 05:38:51	wymiana
824	2015-05-04 06:18:00	wymiana
803	2015-05-04 11:13:57	restart
828	2015-05-04 12:57:09	wymiana
828	2015-05-04 14:22:37	wymiana
819	2015-05-04 15:53:54	restart
829	2015-05-04 18:18:36	restart
792	2015-05-04 18:19:48	wymiana
827	2015-05-04 18:21:57	restart
822	2015-05-05 02:42:00	wymiana
829	2015-05-05 02:50:17	restart
836	2015-05-05 04:31:11	wymiana
819	2015-05-05 07:42:15	wymiana
801	2015-05-05 11:06:00	restart
819	2015-05-05 12:14:16	wymiana
841	2015-05-05 15:11:24	restart
806	2015-05-05 19:20:46	wymiana
796	2015-05-05 20:07:49	wymiana
817	2015-05-05 23:54:47	restart
823	2015-05-06 02:38:38	wymiana
838	2015-05-06 03:11:33	restart
818	2015-05-06 09:57:32	restart
845	2015-05-06 13:28:13	wymiana
835	2015-05-06 14:33:49	restart
847	2015-05-06 16:45:25	wymiana
808	2015-05-06 20:11:20	restart
817	2015-05-06 21:59:37	wymiana
836	2015-05-06 22:00:35	wymiana
816	2015-05-06 22:10:16	restart
829	2015-05-07 03:17:48	restart
842	2015-05-07 04:34:50	wymiana
829	2015-05-07 05:45:25	restart
845	2015-05-07 05:59:00	wymiana
815	2015-05-07 06:25:22	restart
823	2015-05-07 07:03:18	restart
840	2015-05-07 07:54:46	restart
851	2015-05-07 08:23:51	wymiana
853	2015-05-07 12:29:45	wymiana
844	2015-05-07 12:29:59	wymiana
836	2015-05-07 12:43:41	restart
852	2015-05-07 13:10:02	restart
811	2015-05-07 17:35:13	wymiana
810	2015-05-07 18:41:27	wymiana
830	2015-05-07 18:49:03	wymiana
828	2015-05-07 19:33:50	wymiana
845	2015-05-07 21:42:43	wymiana
857	2015-05-07 21:44:53	wymiana
820	2015-05-07 22:20:36	restart
812	2015-05-07 23:00:26	restart
836	2015-05-07 23:59:44	wymiana
851	2015-05-08 01:45:16	wymiana
817	2015-05-08 03:11:25	restart
857	2015-05-08 03:28:34	wymiana
856	2015-05-08 03:48:59	restart
820	2015-05-08 05:48:07	restart
863	2015-05-08 06:05:03	restart
863	2015-05-08 06:47:42	restart
863	2015-05-08 07:08:00	wymiana
862	2015-05-08 09:08:34	restart
833	2015-05-08 13:58:04	restart
856	2015-05-08 15:23:33	wymiana
856	2015-05-08 18:03:35	restart
860	2015-05-08 22:51:46	restart
862	2015-05-08 23:20:42	restart
837	2015-05-09 00:12:49	wymiana
851	2015-05-09 01:16:51	restart
846	2015-05-09 01:26:51	restart
827	2015-05-09 03:22:46	restart
861	2015-05-09 05:28:20	restart
823	2015-05-09 07:01:51	wymiana
830	2015-05-09 07:32:17	restart
830	2015-05-09 08:33:33	wymiana
843	2015-05-09 11:39:34	wymiana
845	2015-05-09 14:54:23	restart
834	2015-05-09 15:33:07	wymiana
826	2015-05-09 15:48:59	wymiana
848	2015-05-09 20:52:35	wymiana
832	2015-05-09 22:33:40	wymiana
856	2015-05-09 22:39:45	restart
849	2015-05-09 23:04:47	restart
851	2015-05-09 23:41:31	wymiana
852	2015-05-09 23:51:53	wymiana
862	2015-05-10 00:38:47	wymiana
841	2015-05-10 05:29:12	restart
852	2015-05-10 12:36:19	restart
878	2015-05-10 12:54:23	restart
864	2015-05-10 15:54:21	restart
830	2015-05-10 17:13:56	restart
854	2015-05-10 19:26:36	restart
841	2015-05-10 21:11:03	restart
870	2015-05-11 01:21:50	restart
831	2015-05-11 04:08:51	restart
839	2015-05-11 07:26:07	wymiana
884	2015-05-11 09:13:40	restart
886	2015-05-11 11:08:47	restart
886	2015-05-11 11:51:44	wymiana
869	2015-05-11 12:10:34	wymiana
864	2015-05-11 13:38:10	wymiana
859	2015-05-11 13:48:23	wymiana
872	2015-05-11 15:59:12	wymiana
890	2015-05-11 18:34:23	restart
860	2015-05-11 19:24:26	wymiana
884	2015-05-11 20:51:45	wymiana
886	2015-05-11 22:12:57	wymiana
862	2015-05-11 23:16:24	restart
873	2015-05-12 01:30:13	restart
893	2015-05-12 02:00:27	wymiana
865	2015-05-12 03:00:02	restart
890	2015-05-12 05:18:35	restart
884	2015-05-12 05:19:53	restart
887	2015-05-12 05:40:31	restart
886	2015-05-12 06:23:43	restart
859	2015-05-12 06:43:07	wymiana
890	2015-05-12 07:36:32	restart
890	2015-05-12 08:33:55	restart
881	2015-05-12 09:16:45	restart
856	2015-05-12 13:18:13	wymiana
848	2015-05-12 13:42:06	wymiana
892	2015-05-12 14:27:45	wymiana
885	2015-05-12 14:48:59	wymiana
860	2015-05-12 15:03:37	wymiana
850	2015-05-12 15:17:03	wymiana
867	2015-05-12 16:11:32	wymiana
895	2015-05-12 16:14:33	wymiana
890	2015-05-12 18:55:43	restart
851	2015-05-13 00:25:17	restart
860	2015-05-13 02:00:03	restart
855	2015-05-13 02:03:42	restart
899	2015-05-13 02:51:57	wymiana
896	2015-05-13 03:23:04	restart
866	2015-05-13 05:10:17	restart
893	2015-05-13 06:01:07	restart
875	2015-05-13 07:04:31	restart
899	2015-05-13 08:18:57	restart
902	2015-05-13 10:05:18	wymiana
877	2015-05-13 10:09:45	restart
875	2015-05-13 13:11:39	restart
882	2015-05-13 15:13:07	wymiana
898	2015-05-13 17:42:33	wymiana
871	2015-05-13 18:20:51	wymiana
871	2015-05-13 19:35:04	restart
858	2015-05-13 20:36:55	restart
903	2015-05-13 21:28:54	wymiana
901	2015-05-13 23:34:31	wymiana
892	2015-05-14 00:44:35	wymiana
894	2015-05-14 01:52:12	restart
885	2015-05-14 02:17:19	wymiana
889	2015-05-14 03:22:20	restart
898	2015-05-14 09:16:49	wymiana
884	2015-05-14 09:33:26	restart
888	2015-05-14 10:20:12	restart
905	2015-05-14 12:05:02	wymiana
906	2015-05-14 13:05:07	wymiana
895	2015-05-14 13:10:35	restart
888	2015-05-14 13:22:34	wymiana
868	2015-05-14 14:35:39	restart
876	2015-05-14 14:49:46	restart
875	2015-05-14 17:06:07	wymiana
912	2015-05-14 17:33:59	restart
905	2015-05-14 18:37:26	restart
909	2015-05-14 20:40:52	restart
884	2015-05-14 20:42:57	wymiana
899	2015-05-14 21:25:59	wymiana
875	2015-05-14 21:26:16	restart
894	2015-05-15 00:30:39	wymiana
904	2015-05-15 02:27:05	wymiana
900	2015-05-15 02:51:30	wymiana
909	2015-05-15 04:12:48	restart
910	2015-05-15 12:23:34	restart
917	2015-05-15 13:24:44	wymiana
908	2015-05-15 14:07:50	wymiana
874	2015-05-15 15:30:49	restart
903	2015-05-15 15:31:35	wymiana
907	2015-05-15 15:33:17	restart
895	2015-05-15 18:02:15	restart
916	2015-05-15 19:28:18	wymiana
879	2015-05-15 20:05:46	wymiana
901	2015-05-15 20:34:36	wymiana
922	2015-05-15 21:00:15	restart
913	2015-05-15 21:32:41	restart
886	2015-05-15 21:41:05	restart
904	2015-05-16 00:03:15	restart
905	2015-05-16 03:19:57	restart
896	2015-05-16 06:39:20	wymiana
882	2015-05-16 07:45:01	wymiana
875	2015-05-16 07:51:25	restart
916	2015-05-16 10:21:29	restart
888	2015-05-16 13:38:42	wymiana
922	2015-05-16 15:28:11	wymiana
922	2015-05-16 15:31:02	restart
904	2015-05-16 16:45:34	wymiana
896	2015-05-16 18:19:30	restart
907	2015-05-16 19:27:58	restart
876	2015-05-16 19:39:03	wymiana
882	2015-05-16 21:09:57	wymiana
892	2015-05-16 23:20:14	wymiana
909	2015-05-17 00:22:00	restart
909	2015-05-17 01:07:40	wymiana
927	2015-05-17 02:12:47	restart
922	2015-05-17 02:18:57	wymiana
893	2015-05-17 02:34:26	wymiana
928	2015-05-17 04:18:50	wymiana
888	2015-05-17 04:25:14	wymiana
894	2015-05-17 06:59:21	wymiana
880	2015-05-17 07:11:58	wymiana
894	2015-05-17 08:29:20	restart
883	2015-05-17 10:23:59	wymiana
915	2015-05-17 10:28:21	restart
892	2015-05-17 11:51:54	wymiana
919	2015-05-17 12:25:18	restart
896	2015-05-17 16:07:47	wymiana
888	2015-05-17 16:37:57	restart
903	2015-05-17 18:12:27	wymiana
928	2015-05-17 18:12:30	restart
893	2015-05-17 18:49:39	restart
916	2015-05-17 19:04:45	wymiana
920	2015-05-17 19:53:13	wymiana
918	2015-05-18 00:22:08	wymiana
925	2015-05-18 05:55:59	wymiana
895	2015-05-18 05:58:38	wymiana
898	2015-05-18 07:08:25	wymiana
916	2015-05-18 07:25:53	wymiana
909	2015-05-18 07:26:49	restart
911	2015-05-18 12:24:54	restart
891	2015-05-18 12:47:53	restart
894	2015-05-18 14:36:13	wymiana
893	2015-05-18 15:31:03	wymiana
899	2015-05-18 20:48:34	wymiana
905	2015-05-18 21:20:03	wymiana
937	2015-05-18 22:50:04	wymiana
904	2015-05-18 23:25:27	restart
896	2015-05-18 23:46:23	restart
905	2015-05-19 00:34:23	wymiana
903	2015-05-19 01:08:45	restart
935	2015-05-19 03:10:38	wymiana
928	2015-05-19 03:46:01	restart
904	2015-05-19 07:07:49	restart
939	2015-05-19 10:58:21	restart
897	2015-05-19 11:37:22	restart
944	2015-05-19 12:25:34	restart
928	2015-05-19 16:11:07	wymiana
923	2015-05-19 19:54:49	restart
901	2015-05-19 22:59:52	restart
914	2015-05-19 23:25:43	wymiana
928	2015-05-20 00:10:41	wymiana
921	2015-05-20 00:14:31	restart
918	2015-05-20 02:10:21	wymiana
926	2015-05-20 03:17:58	wymiana
929	2015-05-20 06:00:54	restart
930	2015-05-20 09:46:16	restart
949	2015-05-20 09:51:24	restart
943	2015-05-20 10:51:41	wymiana
940	2015-05-20 11:44:10	wymiana
933	2015-05-20 14:48:52	restart
931	2015-05-20 15:01:48	wymiana
946	2015-05-20 19:59:57	wymiana
944	2015-05-20 21:01:09	restart
956	2015-05-21 06:23:18	wymiana
948	2015-05-21 09:29:02	wymiana
936	2015-05-21 09:34:21	restart
936	2015-05-21 14:25:20	restart
950	2015-05-21 15:08:03	restart
949	2015-05-21 15:54:33	restart
957	2015-05-21 17:18:37	restart
918	2015-05-21 21:38:40	wymiana
956	2015-05-21 22:09:57	restart
956	2015-05-21 23:10:38	wymiana
942	2015-05-22 02:53:01	restart
943	2015-05-22 03:06:23	restart
948	2015-05-22 04:47:42	restart
958	2015-05-22 09:19:10	wymiana
924	2015-05-22 09:38:18	wymiana
936	2015-05-22 12:24:32	restart
927	2015-05-22 14:13:01	wymiana
927	2015-05-22 14:17:33	restart
951	2015-05-22 14:17:37	wymiana
934	2015-05-22 19:20:53	restart
938	2015-05-22 20:48:25	restart
927	2015-05-22 22:27:26	wymiana
944	2015-05-22 23:01:24	wymiana
963	2015-05-23 01:12:13	restart
964	2015-05-23 02:47:11	restart
956	2015-05-23 05:33:51	restart
932	2015-05-23 06:03:23	wymiana
949	2015-05-23 10:07:22	wymiana
953	2015-05-23 11:14:58	restart
963	2015-05-23 12:03:44	wymiana
941	2015-05-23 18:32:56	wymiana
960	2015-05-23 20:28:14	wymiana
933	2015-05-23 21:28:12	wymiana
945	2015-05-24 02:02:37	restart
964	2015-05-24 03:17:51	wymiana
967	2015-05-24 03:54:53	restart
972	2015-05-24 05:10:20	wymiana
944	2015-05-24 07:38:04	wymiana
943	2015-05-24 13:07:06	restart
969	2015-05-24 15:02:22	wymiana
969	2015-05-24 15:41:05	wymiana
960	2015-05-24 19:10:12	wymiana
955	2015-05-24 23:30:30	wymiana
948	2015-05-25 00:23:29	restart
952	2015-05-25 03:11:40	restart
954	2015-05-25 08:17:45	restart
973	2015-05-25 12:11:13	restart
943	2015-05-25 16:34:28	wymiana
954	2015-05-25 17:02:04	restart
947	2015-05-25 18:32:46	restart
966	2015-05-26 01:12:59	wymiana
972	2015-05-26 03:13:35	wymiana
971	2015-05-26 03:13:46	restart
960	2015-05-26 04:55:07	wymiana
943	2015-05-26 05:51:05	wymiana
977	2015-05-26 08:03:36	restart
981	2015-05-26 08:24:04	wymiana
984	2015-05-26 11:41:48	restart
968	2015-05-26 15:01:00	wymiana
984	2015-05-26 15:40:45	wymiana
964	2015-05-26 16:16:55	wymiana
972	2015-05-26 17:09:34	restart
969	2015-05-26 18:26:07	restart
954	2015-05-26 18:46:49	wymiana
989	2015-05-26 20:28:26	restart
968	2015-05-26 21:09:09	restart
963	2015-05-26 22:00:22	wymiana
977	2015-05-26 23:37:27	wymiana
963	2015-05-27 03:29:27	wymiana
984	2015-05-27 04:03:11	wymiana
965	2015-05-27 06:20:12	wymiana
956	2015-05-27 06:42:05	wymiana
974	2015-05-27 10:17:42	wymiana
980	2015-05-27 10:53:02	wymiana
974	2015-05-27 11:29:35	wymiana
982	2015-05-27 11:42:46	wymiana
954	2015-05-27 12:41:59	wymiana
991	2015-05-27 13:35:36	wymiana
985	2015-05-27 14:35:49	restart
985	2015-05-27 16:34:46	wymiana
969	2015-05-27 16:59:03	restart
993	2015-05-27 17:06:09	wymiana
985	2015-05-27 21:57:43	wymiana
960	2015-05-27 22:40:30	restart
988	2015-05-28 01:33:21	restart
970	2015-05-28 01:42:55	restart
975	2015-05-28 02:42:33	wymiana
990	2015-05-28 03:40:50	wymiana
991	2015-05-28 03:47:06	restart
962	2015-05-28 05:13:06	restart
987	2015-05-28 08:11:35	wymiana
964	2015-05-28 08:22:01	restart
1000	2015-05-28 12:20:24	wymiana
983	2015-05-28 12:35:06	restart
978	2015-05-28 14:14:11	wymiana
959	2015-05-28 16:39:54	restart
986	2015-05-28 20:43:27	restart
961	2015-05-28 22:11:09	restart
997	2015-05-29 03:46:16	wymiana
960	2015-05-29 05:08:40	wymiana
978	2015-05-29 05:42:07	wymiana
993	2015-05-29 06:00:08	restart
984	2015-05-29 06:24:34	restart
1004	2015-05-29 06:51:02	wymiana
977	2015-05-29 07:55:08	wymiana
988	2015-05-29 11:10:36	wymiana
994	2015-05-29 12:31:24	restart
963	2015-05-29 12:41:55	wymiana
1005	2015-05-29 13:10:09	restart
1004	2015-05-29 13:54:05	restart
983	2015-05-29 14:12:54	wymiana
968	2015-05-29 14:38:10	wymiana
986	2015-05-29 15:21:35	restart
1011	2015-05-29 17:31:31	wymiana
981	2015-05-29 17:55:21	restart
986	2015-05-29 19:07:47	wymiana
1004	2015-05-29 19:40:43	wymiana
1004	2015-05-29 20:27:51	wymiana
967	2015-05-29 23:04:36	wymiana
1015	2015-05-30 01:49:28	wymiana
995	2015-05-30 03:05:03	restart
998	2015-05-30 08:10:59	wymiana
1016	2015-05-30 11:01:16	restart
988	2015-05-30 16:07:13	wymiana
1016	2015-05-30 19:52:51	wymiana
1019	2015-05-30 20:06:27	wymiana
978	2015-05-31 00:43:35	wymiana
1007	2015-05-31 01:36:19	restart
1016	2015-05-31 02:06:46	wymiana
1019	2015-05-31 03:17:20	restart
1010	2015-05-31 04:23:10	restart
992	2015-05-31 07:10:21	wymiana
1016	2015-05-31 09:05:26	restart
985	2015-05-31 12:38:02	wymiana
977	2015-05-31 13:06:28	wymiana
1020	2015-05-31 14:04:12	restart
1019	2015-05-31 14:36:38	restart
1026	2015-05-31 15:34:29	wymiana
983	2015-05-31 17:22:05	restart
976	2015-05-31 18:20:42	restart
1008	2015-05-31 18:29:21	wymiana
983	2015-05-31 19:43:29	wymiana
977	2015-05-31 20:52:29	restart
979	2015-05-31 21:04:56	wymiana
1022	2015-05-31 21:30:55	wymiana
1015	2015-05-31 21:46:38	wymiana
991	2015-05-31 22:20:01	restart
1023	2015-06-01 00:40:43	wymiana
984	2015-06-01 01:32:15	wymiana
999	2015-06-01 05:05:10	restart
981	2015-06-01 06:02:09	wymiana
985	2015-06-01 06:35:01	wymiana
981	2015-06-01 06:37:09	restart
1009	2015-06-01 07:41:43	wymiana
993	2015-06-01 09:40:08	restart
990	2015-06-01 12:27:54	wymiana
1004	2015-06-01 12:30:29	restart
1033	2015-06-01 14:14:16	restart
991	2015-06-01 14:34:31	restart
991	2015-06-01 18:06:10	wymiana
1018	2015-06-01 19:47:27	wymiana
1002	2015-06-01 19:50:12	wymiana
1032	2015-06-01 20:42:22	restart
1010	2015-06-01 20:46:29	wymiana
1015	2015-06-01 21:33:16	wymiana
1033	2015-06-01 22:02:39	wymiana
1019	2015-06-01 22:15:10	restart
1022	2015-06-02 02:00:37	restart
1012	2015-06-02 02:58:02	wymiana
1028	2015-06-02 05:18:44	wymiana
1022	2015-06-02 07:18:30	wymiana
996	2015-06-02 08:22:39	restart
1036	2015-06-02 09:35:58	restart
1027	2015-06-02 09:43:59	restart
1031	2015-06-02 10:15:22	restart
1032	2015-06-02 16:38:03	restart
1031	2015-06-02 17:58:42	wymiana
1021	2015-06-02 18:17:43	wymiana
1002	2015-06-02 18:30:11	wymiana
1010	2015-06-02 22:41:33	wymiana
1032	2015-06-02 23:58:51	restart
1001	2015-06-03 00:31:29	restart
1002	2015-06-03 00:34:47	wymiana
1013	2015-06-03 03:52:54	wymiana
1015	2015-06-03 10:48:13	restart
1031	2015-06-03 11:20:17	wymiana
1030	2015-06-03 11:38:15	restart
1047	2015-06-03 13:05:11	restart
1010	2015-06-03 16:33:46	restart
1035	2015-06-03 17:17:30	wymiana
1003	2015-06-03 19:11:22	restart
1014	2015-06-03 20:03:45	restart
1041	2015-06-03 20:48:19	wymiana
1021	2015-06-03 21:34:36	restart
1032	2015-06-03 22:07:58	wymiana
1032	2015-06-03 22:28:29	restart
1049	2015-06-04 03:51:57	restart
1049	2015-06-04 04:43:04	restart
1044	2015-06-04 05:01:38	wymiana
1037	2015-06-04 06:33:22	restart
1043	2015-06-04 06:57:56	restart
1038	2015-06-04 08:27:25	wymiana
1010	2015-06-04 10:27:49	restart
1025	2015-06-04 10:53:06	restart
1052	2015-06-04 11:35:15	wymiana
1049	2015-06-04 13:19:59	restart
1045	2015-06-04 18:39:12	restart
1006	2015-06-04 19:05:51	restart
1035	2015-06-04 19:39:10	restart
1049	2015-06-04 19:58:32	restart
1050	2015-06-04 22:53:31	wymiana
1042	2015-06-05 01:30:47	restart
1040	2015-06-05 09:44:46	restart
1050	2015-06-05 10:14:13	restart
1023	2015-06-05 12:23:10	wymiana
1048	2015-06-05 13:02:13	wymiana
1055	2015-06-05 13:05:19	restart
1048	2015-06-05 14:44:00	restart
1035	2015-06-05 15:08:55	restart
1034	2015-06-05 15:31:20	wymiana
1046	2015-06-05 15:58:03	restart
1017	2015-06-05 16:06:07	wymiana
1037	2015-06-05 19:09:18	restart
1048	2015-06-05 21:30:31	restart
1021	2015-06-05 22:22:09	wymiana
1043	2015-06-05 23:20:30	restart
1051	2015-06-05 23:58:52	restart
1056	2015-06-06 00:11:43	restart
1061	2015-06-06 03:07:11	restart
1050	2015-06-06 05:23:07	restart
1019	2015-06-06 06:04:17	wymiana
1043	2015-06-06 06:15:12	wymiana
1053	2015-06-06 06:25:15	wymiana
1051	2015-06-06 07:10:31	wymiana
1064	2015-06-06 10:27:59	wymiana
1054	2015-06-06 11:20:59	wymiana
1057	2015-06-06 12:19:46	restart
1045	2015-06-06 13:08:53	restart
1063	2015-06-06 13:36:55	restart
1048	2015-06-06 15:32:44	wymiana
1034	2015-06-06 16:25:29	wymiana
1065	2015-06-06 17:39:55	restart
1034	2015-06-06 18:01:15	restart
1037	2015-06-06 23:13:48	wymiana
1033	2015-06-07 00:21:36	restart
1039	2015-06-07 01:19:30	wymiana
1027	2015-06-07 01:20:31	restart
1051	2015-06-07 04:27:04	restart
1037	2015-06-07 04:32:45	restart
1027	2015-06-07 04:42:26	wymiana
1029	2015-06-07 05:35:02	wymiana
1045	2015-06-07 07:38:07	wymiana
1052	2015-06-07 09:17:17	wymiana
1024	2015-06-07 09:21:09	restart
1062	2015-06-07 09:35:56	wymiana
1057	2015-06-07 10:34:21	wymiana
1060	2015-06-07 11:21:10	wymiana
1066	2015-06-07 16:30:49	wymiana
1033	2015-06-08 00:33:32	wymiana
1052	2015-06-08 09:06:12	wymiana
1045	2015-06-08 09:22:11	wymiana
1035	2015-06-08 11:01:29	wymiana
1056	2015-06-08 12:31:53	wymiana
1074	2015-06-08 15:28:52	wymiana
1056	2015-06-08 16:57:17	wymiana
1056	2015-06-08 18:03:21	restart
1051	2015-06-08 18:51:45	wymiana
1067	2015-06-08 21:08:36	restart
1054	2015-06-08 21:41:08	restart
1056	2015-06-08 22:52:08	wymiana
1068	2015-06-09 02:20:07	restart
1074	2015-06-09 04:45:41	wymiana
1038	2015-06-09 06:30:01	wymiana
1060	2015-06-09 08:43:52	wymiana
1079	2015-06-09 10:13:04	restart
1082	2015-06-09 10:41:05	restart
1054	2015-06-09 12:26:44	wymiana
1057	2015-06-09 13:31:51	restart
1045	2015-06-09 20:14:12	restart
1066	2015-06-09 20:45:31	wymiana
1050	2015-06-10 00:44:29	wymiana
1079	2015-06-10 02:11:56	restart
1087	2015-06-10 06:00:07	restart
1086	2015-06-10 07:24:43	restart
1068	2015-06-10 07:50:35	restart
1050	2015-06-10 10:03:08	restart
1078	2015-06-10 10:40:35	wymiana
1077	2015-06-10 11:58:13	restart
1052	2015-06-10 12:12:16	restart
1075	2015-06-10 18:00:32	restart
1075	2015-06-10 20:52:08	wymiana
1069	2015-06-10 22:33:30	restart
1074	2015-06-10 23:38:47	restart
1088	2015-06-11 00:05:42	wymiana
1074	2015-06-11 03:51:00	restart
1058	2015-06-11 04:41:48	restart
1059	2015-06-11 06:21:02	wymiana
1070	2015-06-11 09:15:14	restart
1084	2015-06-11 10:25:11	restart
1093	2015-06-11 11:36:49	restart
1075	2015-06-11 15:50:51	wymiana
1089	2015-06-11 17:27:02	restart
1093	2015-06-11 17:37:28	restart
1057	2015-06-11 18:14:20	restart
1060	2015-06-11 19:50:13	wymiana
1071	2015-06-11 23:31:01	restart
1083	2015-06-11 23:59:33	wymiana
1066	2015-06-12 02:59:43	restart
1060	2015-06-12 09:00:39	restart
1071	2015-06-12 13:07:13	wymiana
1071	2015-06-12 17:46:39	restart
1097	2015-06-12 18:56:04	wymiana
1071	2015-06-12 22:17:32	wymiana
1075	2015-06-13 00:03:16	restart
1098	2015-06-13 00:26:50	restart
1103	2015-06-13 01:40:14	wymiana
1104	2015-06-13 02:42:50	wymiana
1098	2015-06-13 02:49:28	restart
1066	2015-06-13 03:44:36	restart
1066	2015-06-13 03:50:40	restart
1102	2015-06-13 09:32:43	wymiana
1093	2015-06-13 11:24:48	restart
1107	2015-06-13 15:37:09	restart
1074	2015-06-13 17:15:52	restart
1087	2015-06-13 19:16:39	wymiana
1109	2015-06-13 21:04:48	restart
1081	2015-06-13 21:49:27	wymiana
1072	2015-06-13 22:47:08	wymiana
1094	2015-06-13 23:46:20	restart
1107	2015-06-13 23:54:49	restart
1085	2015-06-14 00:11:11	restart
1098	2015-06-14 01:16:24	restart
1071	2015-06-14 03:52:39	wymiana
1103	2015-06-14 04:07:48	restart
1073	2015-06-14 04:26:31	restart
1107	2015-06-14 04:49:22	restart
1109	2015-06-14 06:29:30	restart
1109	2015-06-14 08:11:15	wymiana
1093	2015-06-14 08:18:22	restart
1109	2015-06-14 11:30:52	restart
1113	2015-06-14 13:37:40	wymiana
1109	2015-06-14 13:43:44	restart
1086	2015-06-14 21:02:14	wymiana
1091	2015-06-15 00:00:06	restart
1110	2015-06-15 00:35:58	restart
1076	2015-06-15 01:55:03	restart
1080	2015-06-15 04:12:24	wymiana
1093	2015-06-15 05:26:52	restart
1114	2015-06-15 09:53:08	restart
1107	2015-06-15 11:45:04	wymiana
1116	2015-06-15 17:52:19	wymiana
1092	2015-06-15 23:26:55	wymiana
1101	2015-06-16 03:25:54	restart
1098	2015-06-16 04:00:16	wymiana
1123	2015-06-16 05:40:50	wymiana
1114	2015-06-16 07:56:10	restart
1119	2015-06-16 08:59:44	wymiana
1114	2015-06-16 10:07:36	restart
1096	2015-06-16 11:03:11	restart
1106	2015-06-16 11:18:35	restart
1117	2015-06-16 11:51:10	restart
1090	2015-06-16 12:45:41	restart
1100	2015-06-16 15:21:10	wymiana
1103	2015-06-16 19:55:45	restart
1123	2015-06-16 20:24:55	restart
1108	2015-06-16 20:33:44	wymiana
1091	2015-06-16 21:18:07	wymiana
1122	2015-06-16 23:51:21	wymiana
1107	2015-06-16 23:59:42	wymiana
1091	2015-06-17 05:38:14	restart
1105	2015-06-17 07:45:41	restart
1095	2015-06-17 08:28:11	wymiana
1126	2015-06-17 10:34:02	restart
1091	2015-06-17 13:28:56	wymiana
1119	2015-06-17 15:53:41	restart
1116	2015-06-17 16:20:14	restart
1132	2015-06-17 21:09:20	wymiana
1119	2015-06-17 21:40:31	restart
1123	2015-06-17 22:10:29	restart
1116	2015-06-17 22:47:47	wymiana
1130	2015-06-17 23:28:26	wymiana
1098	2015-06-18 01:28:14	wymiana
